idx	label	predict	radius	correct	time
2240	9	9	0.922	1	0:00:12.610973
2260	4	4	0.892	1	0:00:12.609169
2280	4	8	0.393	0	0:00:12.604370
2300	3	-1	0.0	0	0:00:12.604096
2320	5	2	0.0625	0	0:00:12.607525
2340	7	7	0.953	1	0:00:12.611054
2360	7	7	0.877	1	0:00:12.613989
2380	8	8	0.953	1	0:00:12.609545
2400	0	0	0.953	1	0:00:12.612018
2420	8	8	0.17	1	0:00:12.610537
2440	7	7	0.953	1	0:00:12.617651
2460	9	9	0.594	1	0:00:12.613847
2480	8	8	0.953	1	0:00:12.612322
2500	4	4	0.155	1	0:00:12.605398
2520	1	1	0.446	1	0:00:12.611759
2540	2	3	0.00062	0	0:00:12.613312
2560	7	7	0.654	1	0:00:12.610406
2580	6	6	0.935	1	0:00:12.614050
2600	8	8	0.953	1	0:00:12.613598
2620	1	1	0.869	1	0:00:12.611292
2640	7	7	0.953	1	0:00:12.610890
2660	3	2	0.297	0	0:00:12.610147
2680	0	0	0.953	1	0:00:12.607731
2700	9	9	0.352	1	0:00:12.615712
2720	3	3	0.612	1	0:00:12.608417
2740	1	1	0.935	1	0:00:12.612753
2760	2	2	0.935	1	0:00:12.609288
2780	7	7	0.953	1	0:00:12.611995
2800	4	4	0.365	1	0:00:12.614024
2820	6	6	0.953	1	0:00:12.613343
2840	3	3	0.953	1	0:00:12.611729
2860	5	-1	0.0	0	0:00:12.609559
2880	4	4	0.953	1	0:00:12.610339
2900	3	5	0.473	0	0:00:12.612883
2920	2	2	0.191	1	0:00:12.614353
2940	3	0	0.953	0	0:00:12.615694
2960	9	9	0.898	1	0:00:12.613900
2980	8	8	0.75	1	0:00:12.614134
3000	5	5	0.953	1	0:00:12.615200
3020	1	1	0.953	1	0:00:12.617413
3040	7	7	0.953	1	0:00:12.616369
3060	7	7	0.953	1	0:00:12.609406
3080	1	1	0.799	1	0:00:12.618488
3100	0	0	0.953	1	0:00:12.612715
3120	4	6	0.183	0	0:00:12.615400
3140	8	8	0.953	1	0:00:12.614874
3160	6	2	0.443	0	0:00:12.618337
3180	3	3	0.568	1	0:00:12.618645
3200	5	5	0.624	1	0:00:12.622119
3220	3	9	0.303	0	0:00:12.624031
3240	4	-1	0.0	0	0:00:12.623444
3260	7	7	0.953	1	0:00:12.623743
3280	3	5	0.613	0	0:00:12.620353
3300	4	4	0.201	1	0:00:12.620794
3320	2	7	0.935	0	0:00:12.626298
3340	6	6	0.821	1	0:00:12.621698
3360	4	4	0.431	1	0:00:12.621000
3380	8	8	0.953	1	0:00:12.621512
3400	6	4	0.536	0	0:00:12.621126
3420	5	3	0.188	0	0:00:12.619987
3440	2	3	0.746	0	0:00:12.626628
3460	1	1	0.953	1	0:00:12.624155
3480	2	2	0.953	1	0:00:12.627543
3500	1	1	0.501	1	0:00:12.623912
3520	1	1	0.953	1	0:00:12.623918
3540	6	6	0.953	1	0:00:12.619823
3560	1	-1	0.0	0	0:00:12.621228
3580	4	4	0.12	1	0:00:12.618216
3600	4	2	0.706	0	0:00:12.624525
3620	0	0	0.373	1	0:00:12.623175
3640	6	2	0.0435	0	0:00:12.622743
3660	0	0	0.712	1	0:00:12.618051
3680	0	2	0.187	0	0:00:12.619049
3700	3	3	0.953	1	0:00:12.624175
3720	2	2	0.953	1	0:00:12.621310
3740	0	0	0.953	1	0:00:12.627019
3760	7	7	0.953	1	0:00:12.624412
3780	4	4	0.287	1	0:00:12.623150
3800	9	9	0.953	1	0:00:12.628141
3820	0	0	0.507	1	0:00:12.621835
3840	6	3	0.305	0	0:00:12.623698
3860	7	7	0.953	1	0:00:12.624544
3880	6	6	0.551	1	0:00:12.624178
3900	3	6	0.773	0	0:00:12.629357
3920	7	7	0.295	1	0:00:12.629288
3940	6	6	0.166	1	0:00:12.623031
3960	2	2	0.953	1	0:00:12.625121
3980	9	9	0.429	1	0:00:12.627250
4000	8	0	0.0955	0	0:00:12.624115
4020	8	8	0.905	1	0:00:12.623506
4040	0	0	0.953	1	0:00:12.623778
4060	6	6	0.953	1	0:00:12.625407
4080	1	1	0.953	1	0:00:12.625319
4100	7	7	0.953	1	0:00:12.626624
4120	4	4	0.953	1	0:00:12.630746
4140	5	5	0.953	1	0:00:12.628297
4160	5	5	0.913	1	0:00:12.630507
4180	0	0	0.301	1	0:00:12.625297
4200	4	4	0.601	1	0:00:12.626299
4220	4	0	0.953	0	0:00:12.627203
4240	7	0	0.22	0	0:00:12.631692
4260	8	8	0.953	1	0:00:12.631618
4280	8	-1	0.0	0	0:00:12.630074
4300	8	8	0.953	1	0:00:12.629021
4320	1	1	0.124	1	0:00:12.627949
4340	0	0	0.953	1	0:00:12.632230
4360	6	6	0.614	1	0:00:12.630072
4380	9	9	0.953	1	0:00:12.631458
4400	3	-1	0.0	0	0:00:12.634542
4420	5	5	0.409	1	0:00:12.632877
4440	2	2	0.743	1	0:00:12.634254
4460	9	9	0.953	1	0:00:12.631039
4480	9	9	0.953	1	0:00:12.631062
4500	3	3	0.31	1	0:00:12.629669
4520	3	6	0.583	0	0:00:12.626843
4540	9	9	0.953	1	0:00:12.625079
4560	1	1	0.953	1	0:00:12.625747
4580	6	6	0.0869	1	0:00:12.621704
4600	4	4	0.477	1	0:00:12.628031
4620	7	3	0.326	0	0:00:12.622902
4640	2	2	0.935	1	0:00:12.624584
4660	7	7	0.251	1	0:00:12.626421
4680	9	9	0.953	1	0:00:12.633522
4700	6	6	0.019	1	0:00:12.631765
4720	8	8	0.482	1	0:00:12.628264
4740	5	3	0.259	0	0:00:12.634308
4760	3	2	0.6	0	0:00:12.634186
4780	0	0	0.922	1	0:00:12.631551
4800	9	9	0.953	1	0:00:12.633242
4820	3	3	0.877	1	0:00:12.633782
4840	0	0	0.953	1	0:00:12.633615
4860	5	5	0.953	1	0:00:12.630957
4880	0	0	0.193	1	0:00:12.638103
4900	3	3	0.0242	1	0:00:12.637718
4920	7	7	0.953	1	0:00:12.635811
4940	6	6	0.881	1	0:00:12.630449
4960	4	4	0.1	1	0:00:12.634696
4980	1	9	0.892	0	0:00:12.629993
5000	7	7	0.953	1	0:00:12.638397
5020	8	8	0.953	1	0:00:12.633492
5040	3	3	0.953	1	0:00:12.636410
5060	6	6	0.595	1	0:00:12.626688
5080	7	7	0.913	1	0:00:12.629274
5100	3	3	0.953	1	0:00:12.630769
5120	9	9	0.831	1	0:00:12.633914
5140	8	8	0.953	1	0:00:12.630522
5160	0	0	0.953	1	0:00:12.630558
5180	9	7	0.43	0	0:00:12.635681
5200	3	3	0.953	1	0:00:12.633166
5220	0	0	0.953	1	0:00:12.628619
5240	1	1	0.527	1	0:00:12.629188
5260	0	0	0.953	1	0:00:12.628400
5280	0	8	0.382	0	0:00:12.631049
5300	9	9	0.953	1	0:00:12.628655
5320	7	7	0.953	1	0:00:12.630978
5340	3	4	0.561	0	0:00:12.629392
5360	9	9	0.953	1	0:00:12.631607
5380	1	9	0.198	0	0:00:12.631536
5400	9	9	0.953	1	0:00:12.629047
5420	6	6	0.953	1	0:00:12.634952
5440	9	9	0.953	1	0:00:12.633420
5460	0	0	0.953	1	0:00:12.635638
5480	1	1	0.935	1	0:00:12.634245
5500	8	8	0.631	1	0:00:12.634908
5520	4	4	0.35	1	0:00:12.630159
5540	5	-1	0.0	0	0:00:12.634144
5560	3	6	0.228	0	0:00:12.629780
5580	5	6	0.11	0	0:00:12.632728
5600	6	6	0.284	1	0:00:12.632096
5620	3	2	0.388	0	0:00:12.633276
5640	2	2	0.855	1	0:00:12.633159
5660	9	9	0.877	1	0:00:12.630918
5680	2	2	0.034	1	0:00:12.630651
5700	3	5	0.209	0	0:00:12.626694
5720	9	9	0.953	1	0:00:12.633032
5740	6	-1	0.0	0	0:00:12.631612
5760	2	2	0.617	1	0:00:12.624891
5780	7	7	0.953	1	0:00:12.631533
5800	2	2	0.953	1	0:00:12.631595
5820	5	5	0.601	1	0:00:12.631665
5840	2	2	0.479	1	0:00:12.626741
5860	0	0	0.855	1	0:00:12.626683
5880	0	0	0.953	1	0:00:12.624626
5900	4	3	0.157	0	0:00:12.628717
5920	8	8	0.953	1	0:00:12.631887
5940	7	7	0.189	1	0:00:12.625908
5960	2	6	0.576	0	0:00:12.628190
5980	9	9	0.953	1	0:00:12.634087
6000	8	8	0.759	1	0:00:12.627438
6020	6	6	0.953	1	0:00:12.628788
6040	2	7	0.347	0	0:00:12.635663
6060	3	4	0.217	0	0:00:12.626021
6080	1	1	0.741	1	0:00:12.634079
6100	1	1	0.953	1	0:00:12.637309
6120	5	5	0.953	1	0:00:12.636232
6140	9	9	0.953	1	0:00:12.633083
6160	2	2	0.825	1	0:00:12.635358
6180	0	0	0.755	1	0:00:12.630638
6200	3	3	0.881	1	0:00:12.632862
6220	2	2	0.251	1	0:00:12.631873
6240	2	2	0.78	1	0:00:12.633061
6260	2	2	0.174	1	0:00:12.629093
6280	8	5	0.108	0	0:00:12.629604
6300	1	1	0.953	1	0:00:12.633128
6320	0	0	0.953	1	0:00:12.629693
6340	3	3	0.551	1	0:00:12.628145
6360	2	2	0.679	1	0:00:12.625870
6380	3	3	0.235	1	0:00:12.627334
6400	0	0	0.685	1	0:00:12.627414
6420	7	7	0.953	1	0:00:12.629666
6440	3	-1	0.0	0	0:00:12.625035
6460	3	3	0.935	1	0:00:12.628937
6480	0	0	0.953	1	0:00:12.632294
6500	7	6	0.219	0	0:00:12.625720
6520	6	6	0.473	1	0:00:12.628060
6540	8	8	0.953	1	0:00:12.631386
6560	6	6	0.935	1	0:00:12.633504
6580	1	1	0.0618	1	0:00:12.629771
6600	7	7	0.953	1	0:00:12.633212
6620	7	7	0.953	1	0:00:12.629378
6640	5	3	0.869	0	0:00:12.632898
6660	0	0	0.953	1	0:00:12.626599
6680	3	5	0.28	0	0:00:12.632102
6700	6	6	0.953	1	0:00:12.635159
6720	2	2	0.877	1	0:00:12.633270
6740	2	2	0.706	1	0:00:12.632546
6760	5	5	0.935	1	0:00:12.630317
6780	7	7	0.953	1	0:00:12.628952
6800	6	6	0.288	1	0:00:12.631782
6820	1	1	0.953	1	0:00:12.635244
6840	9	9	0.953	1	0:00:12.630906
6860	0	0	0.953	1	0:00:12.629770
6880	2	2	0.953	1	0:00:12.627567
6900	3	3	0.953	1	0:00:12.628929
6920	5	2	0.251	0	0:00:12.630176
6940	1	1	0.953	1	0:00:12.634117
6960	9	9	0.821	1	0:00:12.629643
6980	0	0	0.202	1	0:00:12.632265
7000	2	8	0.235	0	0:00:12.628506
7020	7	7	0.953	1	0:00:12.633400
7040	7	0	0.025	0	0:00:12.633693
7060	8	8	0.953	1	0:00:12.631933
7080	5	4	0.585	0	0:00:12.629701
7100	9	3	0.225	0	0:00:12.634190
7120	7	7	0.922	1	0:00:12.630823
7140	4	4	0.604	1	0:00:12.632733
7160	5	5	0.953	1	0:00:12.635759
7180	6	6	0.953	1	0:00:12.628769
7200	4	4	0.0498	1	0:00:12.627843
7220	9	9	0.865	1	0:00:12.631624
7240	0	0	0.552	1	0:00:12.629011
7260	1	1	0.953	1	0:00:12.629117
7280	1	1	0.0332	1	0:00:12.632370
7300	3	4	0.138	0	0:00:12.634378
7320	8	8	0.133	1	0:00:12.632762
7340	2	2	0.051	1	0:00:12.625756
7360	2	2	0.585	1	0:00:12.628770
7380	7	7	0.953	1	0:00:12.625438
7400	3	3	0.629	1	0:00:12.629596
7420	3	3	0.0256	1	0:00:12.630147
7440	3	3	0.953	1	0:00:12.629442
7460	5	5	0.953	1	0:00:12.627259
7480	1	1	0.257	1	0:00:12.628639
7500	6	6	0.953	1	0:00:12.629872
7520	4	4	0.865	1	0:00:12.627929
7540	5	5	0.953	1	0:00:12.633524
7560	0	0	0.953	1	0:00:12.633498
7580	8	8	0.953	1	0:00:12.631912
7600	8	9	0.435	0	0:00:12.626963
7620	5	3	0.603	0	0:00:12.632879
7640	9	9	0.166	1	0:00:12.632029
7660	7	7	0.517	1	0:00:12.632485
7680	3	-1	0.0	0	0:00:12.633535
7700	6	6	0.953	1	0:00:12.627186
7720	5	5	0.746	1	0:00:12.630915
7740	4	4	0.332	1	0:00:12.628746
7760	2	9	0.75	0	0:00:12.633467
7780	3	8	0.112	0	0:00:12.631297
7800	0	0	0.953	1	0:00:12.629739
7820	5	5	0.668	1	0:00:12.628455
7840	1	1	0.953	1	0:00:12.635229
7860	8	8	0.953	1	0:00:12.632601
7880	0	0	0.657	1	0:00:12.643054
7900	0	8	0.0246	0	0:00:12.636401
7920	9	9	0.953	1	0:00:12.635724
7940	2	6	0.195	0	0:00:12.632414
7960	0	0	0.816	1	0:00:12.631899
7980	3	3	0.793	1	0:00:12.630504
8000	9	9	0.953	1	0:00:12.633209
8020	6	3	0.935	0	0:00:12.630025
8040	2	2	0.953	1	0:00:12.629155
8060	6	6	0.953	1	0:00:12.629510
8080	4	4	0.536	1	0:00:12.626116
8100	6	2	0.249	0	0:00:12.631902
8120	8	8	0.76	1	0:00:12.627893
8140	5	4	0.204	0	0:00:12.627061
8160	6	6	0.953	1	0:00:12.627492
8180	4	4	0.492	1	0:00:12.628389
8200	3	-1	0.0	0	0:00:12.629488
8220	6	6	0.348	1	0:00:12.630514
8240	7	7	0.953	1	0:00:12.632205
8260	1	1	0.953	1	0:00:12.630857
8280	4	-1	0.0	0	0:00:12.629077
8300	5	2	0.0671	0	0:00:12.627249
8320	7	7	0.451	1	0:00:12.628159
8340	5	5	0.865	1	0:00:12.625426
8360	7	7	0.953	1	0:00:12.628902
8380	9	9	0.953	1	0:00:12.629180
8400	0	0	0.431	1	0:00:12.627589
8420	3	6	0.786	0	0:00:12.629652
8440	5	5	0.774	1	0:00:12.632263
8460	8	8	0.953	1	0:00:12.627435
8480	2	2	0.562	1	0:00:12.630897
8500	4	4	0.953	1	0:00:12.629622
8520	8	8	0.129	1	0:00:12.630943
8540	4	4	0.23	1	0:00:12.631150
8560	7	7	0.953	1	0:00:12.634815
8580	3	5	0.671	0	0:00:12.638280
8600	3	3	0.58	1	0:00:12.632674
8620	3	3	0.242	1	0:00:12.627233
8640	1	1	0.953	1	0:00:12.632222
8660	7	7	0.953	1	0:00:12.633566
8680	3	-1	0.0	0	0:00:12.627958
8700	3	3	0.562	1	0:00:12.628653
8720	2	0	0.953	0	0:00:12.627719
8740	2	2	0.533	1	0:00:12.632769
8760	8	8	0.953	1	0:00:12.634971
8780	4	4	0.768	1	0:00:12.630728
8800	0	0	0.953	1	0:00:12.637931
8820	2	2	0.953	1	0:00:12.636730
8840	2	2	0.162	1	0:00:12.634263
8860	2	2	0.953	1	0:00:12.632089
8880	1	1	0.953	1	0:00:12.630555
8900	2	2	0.118	1	0:00:12.631870
8920	6	6	0.953	1	0:00:12.631905
8940	6	3	0.886	0	0:00:12.638644
8960	0	0	0.953	1	0:00:12.628143
8980	9	9	0.953	1	0:00:12.638467
9000	8	8	0.953	1	0:00:12.633415
9020	7	7	0.953	1	0:00:12.635226
9040	2	5	0.953	0	0:00:12.628871
9060	9	9	0.913	1	0:00:12.634205
9080	3	3	0.618	1	0:00:12.633401
9100	9	1	0.471	0	0:00:12.634303
9120	3	3	0.0389	1	0:00:12.630544
9140	7	7	0.788	1	0:00:12.632397
9160	5	5	0.23	1	0:00:12.632312
9180	5	5	0.953	1	0:00:12.635020
9200	8	8	0.953	1	0:00:12.631501
9220	8	8	0.953	1	0:00:12.635457
9240	8	8	0.935	1	0:00:12.630683
9260	5	5	0.816	1	0:00:12.629403
9280	9	9	0.508	1	0:00:12.636708
9300	5	5	0.337	1	0:00:12.636252
9320	9	9	0.953	1	0:00:12.632276
9340	1	1	0.953	1	0:00:12.637269
9360	5	0	0.441	0	0:00:12.632729
9380	5	3	0.953	0	0:00:12.640162
9400	6	6	0.953	1	0:00:12.636144
9420	5	5	0.935	1	0:00:12.638613
9440	8	8	0.953	1	0:00:12.638868
9460	3	3	0.492	1	0:00:12.635882
9480	2	2	0.28	1	0:00:12.628062
9500	9	9	0.953	1	0:00:12.635576
9520	1	1	0.953	1	0:00:12.635593
9540	5	5	0.769	1	0:00:12.632484
9560	9	7	0.63	0	0:00:12.628999
9580	1	1	0.953	1	0:00:12.633106
9600	8	8	0.823	1	0:00:12.631651
9620	4	4	0.844	1	0:00:12.630650
9640	5	5	0.953	1	0:00:12.631763
9660	6	6	0.953	1	0:00:12.635850
9680	8	8	0.953	1	0:00:12.635196
9700	0	0	0.935	1	0:00:12.633468
9720	8	8	0.0868	1	0:00:12.632755
9740	3	6	0.763	0	0:00:12.632777
9760	9	9	0.396	1	0:00:12.632470
9780	4	6	0.0538	0	0:00:12.633492
9800	1	1	0.953	1	0:00:12.636218
9820	0	8	0.212	0	0:00:12.633187
9840	4	7	0.514	0	0:00:12.637141
9860	0	0	0.312	1	0:00:12.632613
9880	7	7	0.67	1	0:00:12.640401
9900	8	8	0.953	1	0:00:12.636732
9920	6	6	0.953	1	0:00:12.630839
9940	4	4	0.256	1	0:00:12.633259
9960	2	0	0.953	0	0:00:12.627353
9980	0	0	0.953	1	0:00:12.632646
