idx	label	predict	radius	correct	time
2820	6	6	0.953	1	0:00:12.478119
2840	3	3	0.953	1	0:00:12.483930
2860	5	-1	0.0	0	0:00:12.475002
2880	4	4	0.953	1	0:00:12.476492
2900	3	5	0.382	0	0:00:12.479195
2920	2	2	0.0687	1	0:00:12.478429
2940	3	0	0.953	0	0:00:12.479496
2960	9	9	0.905	1	0:00:12.477582
2980	8	8	0.786	1	0:00:12.480495
3000	5	5	0.953	1	0:00:12.479577
3020	1	1	0.953	1	0:00:12.482074
3040	7	7	0.953	1	0:00:12.481719
3060	7	7	0.953	1	0:00:12.479859
3080	1	1	0.935	1	0:00:12.480460
3100	0	0	0.953	1	0:00:12.477414
3120	4	-1	0.0	0	0:00:12.477917
3140	8	8	0.953	1	0:00:12.476458
3160	6	2	0.583	0	0:00:12.480054
3180	3	3	0.526	1	0:00:12.481928
3200	5	5	0.754	1	0:00:12.482166
3220	3	9	0.135	0	0:00:12.484745
3240	4	4	0.053	1	0:00:12.482258
3260	7	7	0.953	1	0:00:12.479023
3280	3	5	0.795	0	0:00:12.475595
3300	4	4	0.333	1	0:00:12.475537
3320	2	7	0.953	0	0:00:12.483054
3340	6	6	0.721	1	0:00:12.475639
3360	4	4	0.692	1	0:00:12.478168
3380	8	8	0.953	1	0:00:12.478875
3400	6	4	0.332	0	0:00:12.483957
3420	5	3	0.191	0	0:00:12.480990
3440	2	3	0.819	0	0:00:12.481646
3460	1	1	0.953	1	0:00:12.482018
3480	2	2	0.953	1	0:00:12.480747
3500	1	1	0.439	1	0:00:12.485308
3520	1	1	0.953	1	0:00:12.480491
3540	6	6	0.953	1	0:00:12.477445
3560	1	1	0.0736	1	0:00:12.478999
3580	4	4	0.351	1	0:00:12.480335
3600	4	2	0.953	0	0:00:12.477703
3620	0	0	0.341	1	0:00:12.478037
3640	6	2	0.019	0	0:00:12.478788
3660	0	0	0.829	1	0:00:12.476440
3680	0	2	0.28	0	0:00:12.479053
3700	3	3	0.953	1	0:00:12.475638
3720	2	2	0.953	1	0:00:12.476573
3740	0	0	0.953	1	0:00:12.477286
3760	7	7	0.953	1	0:00:12.479391
3780	4	4	0.449	1	0:00:12.475053
3800	9	9	0.953	1	0:00:12.479331
3820	0	0	0.342	1	0:00:12.477247
3840	6	3	0.292	0	0:00:12.477403
3860	7	7	0.953	1	0:00:12.476391
3880	6	6	0.526	1	0:00:12.477539
3900	3	3	0.116	1	0:00:12.476270
3920	7	7	0.529	1	0:00:12.478550
3940	6	6	0.124	1	0:00:12.476753
3960	2	2	0.953	1	0:00:12.477490
3980	9	9	0.585	1	0:00:12.483102
4000	8	0	0.186	0	0:00:12.477377
4020	8	8	0.935	1	0:00:12.479603
4040	0	0	0.953	1	0:00:12.477171
4060	6	6	0.764	1	0:00:12.476884
4080	1	1	0.953	1	0:00:12.478689
4100	7	7	0.953	1	0:00:12.481235
4120	4	4	0.953	1	0:00:12.479522
4140	5	5	0.953	1	0:00:12.480059
4160	5	5	0.953	1	0:00:12.478764
4180	0	0	0.108	1	0:00:12.475541
4200	4	4	0.72	1	0:00:12.474508
4220	4	0	0.935	0	0:00:12.474432
4240	7	0	0.276	0	0:00:12.476042
4260	8	8	0.953	1	0:00:12.475988
4280	8	-1	0.0	0	0:00:12.477683
4300	8	8	0.953	1	0:00:12.474813
4320	1	1	0.143	1	0:00:12.475769
4340	0	0	0.953	1	0:00:12.475105
4360	6	6	0.715	1	0:00:12.481612
4380	9	9	0.953	1	0:00:12.480753
4400	3	-1	0.0	0	0:00:12.472236
4420	5	5	0.549	1	0:00:12.475334
4440	2	2	0.635	1	0:00:12.476918
4460	9	9	0.953	1	0:00:12.476868
4480	9	9	0.953	1	0:00:12.476338
4500	3	3	0.0606	1	0:00:12.475923
4520	3	6	0.231	0	0:00:12.474659
4540	9	9	0.953	1	0:00:12.475660
4560	1	1	0.953	1	0:00:12.474790
4580	6	6	0.162	1	0:00:12.476350
4600	4	4	0.785	1	0:00:12.477559
4620	7	3	0.445	0	0:00:12.479313
4640	2	2	0.953	1	0:00:12.475214
4660	7	7	0.0576	1	0:00:12.476727
4680	9	9	0.935	1	0:00:12.479944
4700	6	-1	0.0	0	0:00:12.477013
4720	8	8	0.649	1	0:00:12.477106
4740	5	3	0.63	0	0:00:12.480316
4760	3	2	0.616	0	0:00:12.476956
4780	0	0	0.922	1	0:00:12.476057
4800	9	9	0.953	1	0:00:12.478579
4820	3	3	0.743	1	0:00:12.478316
4840	0	0	0.953	1	0:00:12.481709
4860	5	5	0.953	1	0:00:12.474221
4880	0	0	0.0824	1	0:00:12.478019
4900	3	6	0.171	0	0:00:12.480853
4920	7	7	0.953	1	0:00:12.476949
4940	6	6	0.825	1	0:00:12.472664
4960	4	4	0.404	1	0:00:12.475319
4980	1	9	0.571	0	0:00:12.478732
5000	7	7	0.953	1	0:00:12.479821
5020	8	8	0.953	1	0:00:12.478254
5040	3	3	0.953	1	0:00:12.480603
5060	6	6	0.745	1	0:00:12.478771
5080	7	7	0.953	1	0:00:12.478276
5100	3	3	0.953	1	0:00:12.478808
5120	9	9	0.537	1	0:00:12.475453
5140	8	8	0.953	1	0:00:12.477181
5160	0	0	0.953	1	0:00:12.475757
5180	9	7	0.485	0	0:00:12.477487
5200	3	3	0.953	1	0:00:12.481176
5220	0	0	0.935	1	0:00:12.476914
5240	1	1	0.426	1	0:00:12.478654
5260	0	0	0.953	1	0:00:12.478706
5280	0	8	0.292	0	0:00:12.481753
5300	9	9	0.953	1	0:00:12.481700
5320	7	7	0.953	1	0:00:12.480839
5340	3	4	0.922	0	0:00:12.480442
5360	9	9	0.953	1	0:00:12.483504
5380	1	9	0.461	0	0:00:12.479534
5400	9	9	0.953	1	0:00:12.478990
5420	6	6	0.953	1	0:00:12.481239
5440	9	9	0.953	1	0:00:12.480905
5460	0	0	0.953	1	0:00:12.484762
5480	1	1	0.953	1	0:00:12.478102
5500	8	8	0.442	1	0:00:12.476774
5520	4	4	0.562	1	0:00:12.480964
5540	5	-1	0.0	0	0:00:12.473734
5560	3	6	0.0293	0	0:00:12.476716
5580	5	3	0.223	0	0:00:12.476826
5600	6	5	0.126	0	0:00:12.475141
5620	3	2	0.152	0	0:00:12.480325
5640	2	2	0.444	1	0:00:12.482437
5660	9	9	0.57	1	0:00:12.478484
5680	2	-1	0.0	0	0:00:12.482230
5700	3	5	0.29	0	0:00:12.477468
5720	9	9	0.953	1	0:00:12.478082
5740	6	6	0.223	1	0:00:12.476645
5760	2	2	0.524	1	0:00:12.474463
5780	7	7	0.953	1	0:00:12.476345
5800	2	2	0.842	1	0:00:12.478675
5820	5	5	0.683	1	0:00:12.478599
5840	2	2	0.176	1	0:00:12.479688
5860	0	0	0.81	1	0:00:12.474624
5880	0	0	0.953	1	0:00:12.476936
5900	4	3	0.0496	0	0:00:12.476874
5920	8	8	0.953	1	0:00:12.483903
5940	7	7	0.292	1	0:00:12.474003
5960	2	6	0.295	0	0:00:12.476604
5980	9	9	0.953	1	0:00:12.476793
6000	8	8	0.753	1	0:00:12.476479
6020	6	6	0.953	1	0:00:12.476111
6040	2	7	0.392	0	0:00:12.480010
6060	3	4	0.296	0	0:00:12.471608
6080	1	1	0.747	1	0:00:12.481773
6100	1	1	0.953	1	0:00:12.477962
6120	5	5	0.953	1	0:00:12.480806
6140	9	9	0.953	1	0:00:12.477918
6160	2	2	0.657	1	0:00:12.478164
6180	0	0	0.629	1	0:00:12.478304
6200	3	3	0.953	1	0:00:12.479642
6220	2	2	0.201	1	0:00:12.476369
6240	2	2	0.703	1	0:00:12.478724
6260	2	2	0.211	1	0:00:12.474484
6280	8	5	0.0826	0	0:00:12.478790
6300	1	1	0.953	1	0:00:12.476146
6320	0	0	0.953	1	0:00:12.476953
6340	3	3	0.754	1	0:00:12.479388
6360	2	2	0.491	1	0:00:12.475990
6380	3	3	0.462	1	0:00:12.477437
6400	0	0	0.591	1	0:00:12.477101
6420	7	7	0.953	1	0:00:12.476684
6440	3	-1	0.0	0	0:00:12.478438
6460	3	3	0.835	1	0:00:12.477009
6480	0	0	0.953	1	0:00:12.479319
6500	7	6	0.157	0	0:00:12.479602
6520	6	6	0.153	1	0:00:12.478707
6540	8	8	0.953	1	0:00:12.476789
6560	6	6	0.821	1	0:00:12.479244
6580	1	-1	0.0	0	0:00:12.477865
6600	7	7	0.953	1	0:00:12.483053
6620	7	7	0.953	1	0:00:12.482096
6640	5	3	0.953	0	0:00:12.479302
6660	0	0	0.953	1	0:00:12.479994
6680	3	3	0.15	1	0:00:12.483177
6700	6	6	0.953	1	0:00:12.479694
6720	2	2	0.773	1	0:00:12.475602
6740	2	2	0.413	1	0:00:12.474234
6760	5	5	0.513	1	0:00:12.476662
6780	7	7	0.953	1	0:00:12.481092
6800	6	6	0.0966	1	0:00:12.479189
6820	1	1	0.953	1	0:00:12.478360
6840	9	9	0.913	1	0:00:12.479760
6860	0	0	0.873	1	0:00:12.478028
6880	2	2	0.953	1	0:00:12.481896
6900	3	3	0.953	1	0:00:12.482121
6920	5	2	0.0624	0	0:00:12.474133
6940	1	1	0.953	1	0:00:12.481173
6960	9	9	0.621	1	0:00:12.479819
6980	0	0	0.419	1	0:00:12.478534
7000	2	8	0.03	0	0:00:12.482045
7020	7	7	0.953	1	0:00:12.482891
7040	7	8	0.0564	0	0:00:12.481631
7060	8	8	0.953	1	0:00:12.482324
7080	5	4	0.726	0	0:00:12.474575
7100	9	3	0.306	0	0:00:12.483942
7120	7	7	0.786	1	0:00:12.482275
7140	4	4	0.43	1	0:00:12.477490
7160	5	5	0.953	1	0:00:12.476260
7180	6	6	0.935	1	0:00:12.476297
7200	4	4	0.105	1	0:00:12.476191
7220	9	9	0.833	1	0:00:12.483630
7240	0	0	0.689	1	0:00:12.474673
7260	1	1	0.953	1	0:00:12.478105
7280	1	1	0.269	1	0:00:12.477027
7300	3	4	0.274	0	0:00:12.478282
7320	8	8	0.291	1	0:00:12.477656
7340	2	2	0.13	1	0:00:12.479608
7360	2	2	0.296	1	0:00:12.481384
7380	7	7	0.953	1	0:00:12.481079
7400	3	3	0.768	1	0:00:12.483590
7420	3	2	0.384	0	0:00:12.481286
7440	3	3	0.881	1	0:00:12.480657
7460	5	5	0.953	1	0:00:12.480194
7480	1	8	0.00205	0	0:00:12.479466
7500	6	6	0.953	1	0:00:12.483253
7520	4	4	0.862	1	0:00:12.475745
7540	5	5	0.953	1	0:00:12.482675
7560	0	0	0.877	1	0:00:12.478780
7580	8	8	0.953	1	0:00:12.477128
7600	8	9	0.301	0	0:00:12.478653
7620	5	3	0.552	0	0:00:12.479113
7640	9	9	0.441	1	0:00:12.478062
7660	7	7	0.415	1	0:00:12.480470
7680	3	-1	0.0	0	0:00:12.484065
7700	6	6	0.953	1	0:00:12.478833
7720	5	5	0.56	1	0:00:12.478808
7740	4	4	0.49	1	0:00:12.475676
7760	2	9	0.119	0	0:00:12.481982
7780	3	8	0.307	0	0:00:12.479375
7800	0	0	0.953	1	0:00:12.473218
7820	5	5	0.935	1	0:00:12.476783
7840	1	1	0.953	1	0:00:12.481563
7860	8	8	0.953	1	0:00:12.475803
7880	0	0	0.642	1	0:00:12.474972
7900	0	8	0.232	0	0:00:12.478625
7920	9	9	0.953	1	0:00:12.475812
7940	2	2	0.0632	1	0:00:12.472960
7960	0	0	0.835	1	0:00:12.478725
7980	3	3	0.869	1	0:00:12.479411
8000	9	9	0.953	1	0:00:12.475159
8020	6	3	0.953	0	0:00:12.478565
8040	2	2	0.953	1	0:00:12.476489
8060	6	6	0.922	1	0:00:12.476204
8080	4	4	0.554	1	0:00:12.471552
8100	6	2	0.675	0	0:00:12.481426
8120	8	8	0.427	1	0:00:12.478266
8140	5	-1	0.0	0	0:00:12.474308
8160	6	6	0.953	1	0:00:12.474527
8180	4	4	0.595	1	0:00:12.471884
8200	3	4	0.158	0	0:00:12.478112
8220	6	6	0.106	1	0:00:12.475884
8240	7	7	0.953	1	0:00:12.476039
8260	1	1	0.953	1	0:00:12.475213
8280	4	5	0.45	0	0:00:12.479372
8300	5	-1	0.0	0	0:00:12.472087
8320	7	7	0.745	1	0:00:12.475223
8340	5	5	0.892	1	0:00:12.475958
8360	7	7	0.953	1	0:00:12.477863
8380	9	9	0.953	1	0:00:12.479616
8400	0	0	0.643	1	0:00:12.472872
8420	3	6	0.751	0	0:00:12.473950
8440	5	5	0.259	1	0:00:12.479830
8460	8	8	0.953	1	0:00:12.472115
8480	2	2	0.858	1	0:00:12.474772
8500	4	4	0.922	1	0:00:12.475512
8520	8	8	0.707	1	0:00:12.476331
8540	4	4	0.23	1	0:00:12.472039
8560	7	7	0.953	1	0:00:12.478300
8580	3	5	0.935	0	0:00:12.480568
8600	3	3	0.0519	1	0:00:12.478523
8620	3	3	0.0676	1	0:00:12.473535
8640	1	1	0.953	1	0:00:12.475955
8660	7	7	0.953	1	0:00:12.478989
8680	3	6	0.0299	0	0:00:12.476742
8700	3	3	0.644	1	0:00:12.475569
8720	2	0	0.953	0	0:00:12.472062
8740	2	2	0.156	1	0:00:12.476280
8760	8	8	0.953	1	0:00:12.477843
8780	4	4	0.702	1	0:00:12.471137
8800	0	0	0.953	1	0:00:12.479920
8820	2	2	0.953	1	0:00:12.479783
8840	2	-1	0.0	0	0:00:12.485930
8860	2	2	0.953	1	0:00:12.482685
8880	1	1	0.953	1	0:00:12.481967
8900	2	2	0.0942	1	0:00:12.484315
8920	6	6	0.953	1	0:00:12.481799
8940	6	3	0.953	0	0:00:12.485733
8960	0	0	0.953	1	0:00:12.478839
8980	9	9	0.953	1	0:00:12.484795
9000	8	8	0.953	1	0:00:12.482092
9020	7	7	0.953	1	0:00:12.484007
9040	2	5	0.953	0	0:00:12.479016
9060	9	9	0.873	1	0:00:12.483602
9080	3	3	0.753	1	0:00:12.481652
9100	9	1	0.207	0	0:00:12.484668
9120	3	5	0.0552	0	0:00:12.479525
9140	7	7	0.922	1	0:00:12.485392
9160	5	5	0.536	1	0:00:12.478908
9180	5	5	0.953	1	0:00:12.484564
9200	8	8	0.892	1	0:00:12.479995
9220	8	8	0.953	1	0:00:12.482512
9240	8	8	0.953	1	0:00:12.479070
9260	5	5	0.905	1	0:00:12.482558
9280	9	9	0.444	1	0:00:12.480004
9300	5	5	0.133	1	0:00:12.483035
9320	9	9	0.953	1	0:00:12.478271
9340	1	1	0.953	1	0:00:12.483344
9360	5	0	0.803	0	0:00:12.480386
9380	5	3	0.763	0	0:00:12.481969
9400	6	6	0.953	1	0:00:12.479808
9420	5	5	0.953	1	0:00:12.483379
9440	8	8	0.953	1	0:00:12.481815
9460	3	3	0.147	1	0:00:12.477733
9480	2	2	0.364	1	0:00:12.479817
9500	9	9	0.953	1	0:00:12.480391
9520	1	1	0.953	1	0:00:12.483233
9540	5	5	0.953	1	0:00:12.480412
9560	9	7	0.361	0	0:00:12.480097
9580	1	1	0.953	1	0:00:12.476778
9600	8	8	0.667	1	0:00:12.476219
9620	4	4	0.892	1	0:00:12.477078
9640	5	5	0.953	1	0:00:12.480995
9660	6	6	0.953	1	0:00:12.481993
9680	8	8	0.953	1	0:00:12.479553
9700	0	0	0.953	1	0:00:12.481100
9720	8	8	0.114	1	0:00:12.477019
9740	3	6	0.523	0	0:00:12.476840
9760	9	9	0.115	1	0:00:12.479381
9780	4	4	0.022	1	0:00:12.478122
9800	1	1	0.953	1	0:00:12.481343
9820	0	8	0.318	0	0:00:12.478088
9840	4	7	0.534	0	0:00:12.482546
9860	0	0	0.22	1	0:00:12.478481
9880	7	7	0.606	1	0:00:12.480190
9900	8	8	0.953	1	0:00:12.480633
9920	6	6	0.953	1	0:00:12.478674
9940	4	4	0.232	1	0:00:12.484718
9960	2	0	0.953	0	0:00:12.480720
9980	0	0	0.953	1	0:00:12.481452
