idx	label	predict	radius	correct	time
1280	3	7	0.326	0	0:00:12.857052
1300	4	3	1.1	0	0:00:12.854303
1320	7	7	0.0222	1	0:00:12.865641
1340	1	1	1.75	1	0:00:12.862506
1360	7	7	0.745	1	0:00:12.864028
1380	4	5	1.12	0	0:00:12.852888
1400	5	-1	0.0	0	0:00:12.845943
1420	4	7	0.194	0	0:00:12.854853
1440	0	0	0.425	1	0:00:12.844027
1460	6	6	0.97	1	0:00:12.859520
1480	1	-1	0.0	0	0:00:12.855635
1500	1	1	0.311	1	0:00:12.856591
1520	7	7	0.595	1	0:00:12.860557
1540	8	8	1.67	1	0:00:12.848016
1560	7	7	3.18	1	0:00:12.858672
1580	6	1	0.657	0	0:00:12.854739
1600	8	9	0.0523	0	0:00:12.862785
1620	5	-1	0.0	0	0:00:12.860451
1640	7	3	0.267	0	0:00:12.852099
1660	3	-1	0.0	0	0:00:12.845556
1680	6	6	2.32	1	0:00:12.846823
1700	5	2	0.973	0	0:00:12.858306
1720	4	2	0.311	0	0:00:12.851449
1740	1	9	0.268	0	0:00:12.862190
1760	0	8	0.0656	0	0:00:12.863921
1780	7	-1	0.0	0	0:00:12.853760
1800	4	8	0.186	0	0:00:12.860912
1820	8	9	0.101	0	0:00:12.865459
1840	8	-1	0.0	0	0:00:12.858516
1860	8	8	1.6	1	0:00:12.861074
1880	1	1	1.09	1	0:00:12.861039
1900	8	8	2.1	1	0:00:12.852360
1920	2	2	1.13	1	0:00:12.858814
1940	5	5	0.398	1	0:00:12.859023
1960	2	5	1.32	0	0:00:12.856427
1980	9	9	1.97	1	0:00:12.861405
2000	1	6	0.0878	0	0:00:12.849075
2020	9	9	2.54	1	0:00:12.857051
2040	0	8	0.265	0	0:00:12.854432
2060	5	5	0.711	1	0:00:12.853693
2080	1	1	0.67	1	0:00:12.853452
2100	2	4	0.526	0	0:00:12.846908
2120	4	8	0.946	0	0:00:12.858880
2140	9	9	1.76	1	0:00:12.858007
2160	0	8	1.22	0	0:00:12.857692
2180	4	4	0.783	1	0:00:12.851698
2200	0	0	0.892	1	0:00:12.854498
2220	1	1	1.64	1	0:00:12.851494
2240	9	9	1.26	1	0:00:12.857026
2260	4	-1	0.0	0	0:00:12.851916
2280	4	8	0.411	0	0:00:12.846530
2300	3	-1	0.0	0	0:00:12.854485
2320	5	3	0.505	0	0:00:12.854752
2340	7	7	1.71	1	0:00:12.844085
2360	7	7	0.606	1	0:00:12.843995
2380	8	8	0.685	1	0:00:12.848833
2400	0	0	1.0	1	0:00:12.845191
2420	8	-1	0.0	0	0:00:12.842197
2440	7	7	0.315	1	0:00:12.853365
2460	9	9	0.38	1	0:00:12.843478
2480	8	8	1.26	1	0:00:12.852563
2500	4	-1	0.0	0	0:00:12.853414
2520	1	1	0.0527	1	0:00:12.863155
2540	2	3	0.724	0	0:00:12.859614
2560	7	-1	0.0	0	0:00:12.855685
2580	6	6	0.352	1	0:00:12.848484
2600	8	8	2.59	1	0:00:12.843842
2620	1	1	0.0142	1	0:00:12.849697
2640	7	7	1.75	1	0:00:12.848338
2660	3	-1	0.0	0	0:00:12.852936
2680	0	0	2.88	1	0:00:12.852247
2700	9	9	0.457	1	0:00:12.851379
2720	3	-1	0.0	0	0:00:12.848025
2740	1	1	1.1	1	0:00:12.848968
2760	2	2	0.274	1	0:00:12.834877
2780	7	7	2.51	1	0:00:12.848483
2800	4	6	0.343	0	0:00:12.848228
2820	6	6	2.33	1	0:00:12.851480
2840	3	3	3.51	1	0:00:12.849100
2860	5	7	0.129	0	0:00:12.855274
2880	4	4	2.26	1	0:00:12.849299
2900	3	5	1.07	0	0:00:12.856420
2920	2	-1	0.0	0	0:00:12.844506
2940	3	0	1.1	0	0:00:12.850611
2960	9	9	1.07	1	0:00:12.846302
2980	8	-1	0.0	0	0:00:12.854657
3000	5	5	2.58	1	0:00:12.851019
3020	1	1	1.4	1	0:00:12.851350
3040	7	7	3.57	1	0:00:12.846993
3060	7	7	1.83	1	0:00:12.837888
3080	1	-1	0.0	0	0:00:12.845128
3100	0	0	2.02	1	0:00:12.848575
3120	4	6	0.835	0	0:00:12.848289
3140	8	8	1.01	1	0:00:12.838980
3160	6	4	0.798	0	0:00:12.853548
3180	3	-1	0.0	0	0:00:12.853480
3200	5	7	0.608	0	0:00:12.855057
3220	3	-1	0.0	0	0:00:12.852118
3240	4	-1	0.0	0	0:00:12.855005
3260	7	7	0.34	1	0:00:12.859208
3280	3	5	0.998	0	0:00:12.845441
3300	4	-1	0.0	0	0:00:12.855156
3320	2	7	1.7	0	0:00:12.848120
3340	6	6	0.557	1	0:00:12.855322
3360	4	6	0.573	0	0:00:12.845549
3380	8	8	0.804	1	0:00:12.855913
3400	6	4	1.37	0	0:00:12.857178
3420	5	-1	0.0	0	0:00:12.861833
3440	2	9	0.089	0	0:00:12.856306
3460	1	1	1.58	1	0:00:12.846370
3480	2	2	3.38	1	0:00:12.856474
3500	1	1	1.09	1	0:00:12.847604
3520	1	1	2.25	1	0:00:12.850087
3540	6	6	0.416	1	0:00:12.849625
3560	1	9	0.397	0	0:00:12.855670
3580	4	-1	0.0	0	0:00:12.856439
3600	4	2	0.628	0	0:00:12.848205
3620	0	-1	0.0	0	0:00:12.850072
3640	6	2	1.31	0	0:00:12.852355
3660	0	0	0.0246	1	0:00:12.844937
3680	0	2	0.177	0	0:00:12.842962
3700	3	-1	0.0	0	0:00:12.841128
3720	2	2	1.61	1	0:00:12.839771
3740	0	0	1.3	1	0:00:12.849540
3760	7	7	2.98	1	0:00:12.848789
3780	4	-1	0.0	0	0:00:12.839704
3800	9	9	0.324	1	0:00:12.847095
3820	0	0	0.44	1	0:00:12.843932
3840	6	3	0.813	0	0:00:12.848214
3860	7	7	2.58	1	0:00:12.852100
3880	6	4	0.318	0	0:00:12.850132
3900	3	3	0.297	1	0:00:12.846661
3920	7	-1	0.0	0	0:00:12.842182
3940	6	-1	0.0	0	0:00:12.838858
3960	2	2	0.329	1	0:00:12.848509
3980	9	7	0.192	0	0:00:12.844954
4000	8	-1	0.0	0	0:00:12.841358
4020	8	8	0.475	1	0:00:12.849194
4040	0	0	2.3	1	0:00:12.849610
4060	6	-1	0.0	0	0:00:12.851448
4080	1	1	0.419	1	0:00:12.855890
4100	7	7	3.28	1	0:00:12.858871
4120	4	0	0.893	0	0:00:12.869051
4140	5	5	1.34	1	0:00:12.849170
4160	5	5	0.215	1	0:00:12.852905
4180	0	0	0.348	1	0:00:12.854722
4200	4	2	0.241	0	0:00:12.866322
4220	4	0	2.32	0	0:00:12.858414
4240	7	-1	0.0	0	0:00:12.854820
4260	8	8	0.416	1	0:00:12.849577
4280	8	-1	0.0	0	0:00:12.843107
4300	8	8	1.59	1	0:00:12.850074
4320	1	8	0.657	0	0:00:12.848836
4340	0	0	1.1	1	0:00:12.848034
4360	6	-1	0.0	0	0:00:12.853858
4380	9	9	0.402	1	0:00:12.854615
4400	3	-1	0.0	0	0:00:12.852642
4420	5	-1	0.0	0	0:00:12.847297
4440	2	2	0.0703	1	0:00:12.851198
4460	9	-1	0.0	0	0:00:12.849279
4480	9	9	0.578	1	0:00:12.850305
4500	3	-1	0.0	0	0:00:12.845414
4520	3	6	1.25	0	0:00:12.860805
4540	9	9	3.07	1	0:00:12.843682
4560	1	1	1.47	1	0:00:12.852086
4580	6	4	0.435	0	0:00:12.848459
4600	4	7	1.54	0	0:00:12.839786
4620	7	3	1.7	0	0:00:12.850388
4640	2	-1	0.0	0	0:00:12.844630
4660	7	-1	0.0	0	0:00:12.849541
4680	9	1	0.448	0	0:00:12.848715
4700	6	-1	0.0	0	0:00:12.851607
4720	8	8	0.214	1	0:00:12.848099
4740	5	-1	0.0	0	0:00:12.849252
4760	3	3	0.128	1	0:00:12.849032
4780	0	0	1.29	1	0:00:12.843710
4800	9	9	3.59	1	0:00:12.838020
4820	3	-1	0.0	0	0:00:12.856516
4840	0	0	2.58	1	0:00:12.841419
4860	5	5	0.703	1	0:00:12.842008
4880	0	2	0.431	0	0:00:12.845592
4900	3	6	0.61	0	0:00:12.841411
4920	7	7	0.735	1	0:00:12.839157
4940	6	6	0.0276	1	0:00:12.836342
4960	4	-1	0.0	0	0:00:12.848022
4980	1	9	1.8	0	0:00:12.836177
5000	7	7	2.48	1	0:00:12.847763
5020	8	8	0.116	1	0:00:12.849726
5040	3	3	0.24	1	0:00:12.856088
5060	6	6	0.289	1	0:00:12.844301
5080	7	7	2.53	1	0:00:12.844717
5100	3	3	1.1	1	0:00:12.846558
5120	9	9	0.809	1	0:00:12.841268
5140	8	8	0.971	1	0:00:12.835812
5160	0	0	0.551	1	0:00:12.833158
5180	9	-1	0.0	0	0:00:12.842719
5200	3	3	3.04	1	0:00:12.840991
5220	0	0	1.49	1	0:00:12.839274
5240	1	-1	0.0	0	0:00:12.844262
5260	0	0	2.95	1	0:00:12.830301
5280	0	8	0.854	0	0:00:12.830467
5300	9	9	1.18	1	0:00:12.842935
5320	7	7	1.87	1	0:00:12.837701
5340	3	4	0.0912	0	0:00:12.843767
5360	9	9	1.43	1	0:00:12.846068
5380	1	9	1.84	0	0:00:12.836520
5400	9	9	0.273	1	0:00:12.843977
5420	6	6	0.581	1	0:00:12.836243
5440	9	9	3.23	1	0:00:12.838692
5460	0	0	1.68	1	0:00:12.826628
5480	1	1	0.617	1	0:00:12.836925
5500	8	1	0.00278	0	0:00:12.843023
5520	4	-1	0.0	0	0:00:12.840086
5540	5	-1	0.0	0	0:00:12.830964
5560	3	-1	0.0	0	0:00:12.840801
5580	5	6	0.181	0	0:00:12.834462
5600	6	-1	0.0	0	0:00:12.829853
5620	3	2	1.27	0	0:00:12.843866
5640	2	3	0.599	0	0:00:12.838192
5660	9	9	0.535	1	0:00:12.836942
5680	2	-1	0.0	0	0:00:12.829838
5700	3	5	0.0248	0	0:00:12.827843
5720	9	9	2.61	1	0:00:12.835567
5740	6	4	0.538	0	0:00:12.830628
5760	2	2	0.599	1	0:00:12.824771
5780	7	7	1.94	1	0:00:12.825614
5800	2	-1	0.0	0	0:00:12.830758
5820	5	6	0.0111	0	0:00:12.833563
5840	2	-1	0.0	0	0:00:12.830863
5860	0	-1	0.0	0	0:00:12.836521
5880	0	0	0.739	1	0:00:12.827035
5900	4	-1	0.0	0	0:00:12.825792
5920	8	8	3.55	1	0:00:12.834197
5940	7	4	0.761	0	0:00:12.824992
5960	2	-1	0.0	0	0:00:12.824000
5980	9	9	2.54	1	0:00:12.820963
6000	8	-1	0.0	0	0:00:12.819978
6020	6	6	0.385	1	0:00:12.827569
6040	2	7	0.698	0	0:00:12.842582
6060	3	-1	0.0	0	0:00:12.822972
6080	1	1	0.146	1	0:00:12.834538
6100	1	1	0.989	1	0:00:12.829571
6120	5	5	1.03	1	0:00:12.824918
6140	9	9	1.74	1	0:00:12.839701
6160	2	5	1.1	0	0:00:12.837917
6180	0	-1	0.0	0	0:00:12.839384
6200	3	3	0.354	1	0:00:12.831618
6220	2	6	0.223	0	0:00:12.829451
6240	2	-1	0.0	0	0:00:12.831498
6260	2	-1	0.0	0	0:00:12.831480
6280	8	-1	0.0	0	0:00:12.831736
6300	1	-1	0.0	0	0:00:12.833060
6320	0	0	2.45	1	0:00:12.835824
6340	3	3	0.959	1	0:00:12.830970
6360	2	2	0.437	1	0:00:12.829422
6380	3	-1	0.0	0	0:00:12.827666
6400	0	1	0.558	0	0:00:12.836578
6420	7	7	1.13	1	0:00:12.832378
6440	3	-1	0.0	0	0:00:12.839305
6460	3	1	0.0137	0	0:00:12.833298
6480	0	0	0.876	1	0:00:12.835728
6500	7	-1	0.0	0	0:00:12.835464
6520	6	4	0.199	0	0:00:12.833801
6540	8	8	1.37	1	0:00:12.824821
6560	6	6	0.869	1	0:00:12.825875
6580	1	-1	0.0	0	0:00:12.831012
6600	7	7	3.53	1	0:00:12.842596
6620	7	7	1.45	1	0:00:12.834306
6640	5	3	2.01	0	0:00:12.834381
6660	0	0	1.57	1	0:00:12.833266
6680	3	3	0.752	1	0:00:12.826180
6700	6	6	0.718	1	0:00:12.826961
6720	2	2	1.25	1	0:00:12.835210
6740	2	-1	0.0	0	0:00:12.822505
6760	5	-1	0.0	0	0:00:12.829619
6780	7	7	2.77	1	0:00:12.833879
6800	6	6	0.376	1	0:00:12.823301
6820	1	1	2.3	1	0:00:12.827045
6840	9	9	1.12	1	0:00:12.827071
6860	0	0	0.916	1	0:00:12.824441
6880	2	7	0.104	0	0:00:12.823679
6900	3	7	2.24e-05	0	0:00:12.827795
6920	5	2	0.996	0	0:00:12.830496
6940	1	1	3.16	1	0:00:12.840108
6960	9	8	0.971	0	0:00:12.830983
6980	0	9	0.642	0	0:00:12.825382
7000	2	-1	0.0	0	0:00:12.827406
7020	7	7	1.13	1	0:00:12.822227
7040	7	8	0.35	0	0:00:12.827487
7060	8	8	0.96	1	0:00:12.833391
7080	5	4	0.195	0	0:00:12.834713
7100	9	-1	0.0	0	0:00:12.826011
7120	7	7	0.461	1	0:00:12.829700
7140	4	4	0.361	1	0:00:12.826231
7160	5	5	0.0258	1	0:00:12.828399
7180	6	6	1.78	1	0:00:12.834547
7200	4	-1	0.0	0	0:00:12.834276
7220	9	9	1.05	1	0:00:12.835344
7240	0	8	0.665	0	0:00:12.846099
7260	1	-1	0.0	0	0:00:12.830032
7280	1	1	0.226	1	0:00:12.833004
7300	3	7	0.354	0	0:00:12.835731
7320	8	0	0.295	0	0:00:12.838045
7340	2	4	0.463	0	0:00:12.830504
7360	2	4	0.199	0	0:00:12.832388
7380	7	7	1.04	1	0:00:12.830037
7400	3	3	0.215	1	0:00:12.833805
7420	3	0	0.307	0	0:00:12.834039
7440	3	3	0.176	1	0:00:12.829597
7460	5	5	2.83	1	0:00:12.830829
7480	1	8	0.442	0	0:00:12.825060
7500	6	6	3.13	1	0:00:12.840684
7520	4	4	0.344	1	0:00:12.824439
7540	5	5	2.68	1	0:00:12.828458
7560	0	-1	0.0	0	0:00:12.828394
7580	8	8	1.13	1	0:00:12.824845
7600	8	9	1.01	0	0:00:12.827884
7620	5	3	0.493	0	0:00:12.826779
7640	9	9	0.314	1	0:00:12.835847
7660	7	-1	0.0	0	0:00:12.830928
7680	3	-1	0.0	0	0:00:12.825330
7700	6	6	1.92	1	0:00:12.831733
7720	5	5	0.0399	1	0:00:12.837126
7740	4	2	0.0239	0	0:00:12.831611
7760	2	-1	0.0	0	0:00:12.830674
7780	3	-1	0.0	0	0:00:12.828373
7800	0	0	1.32	1	0:00:12.829815
7820	5	8	0.0834	0	0:00:12.839806
7840	1	1	2.53	1	0:00:12.824458
7860	8	-1	0.0	0	0:00:12.830081
7880	0	0	0.588	1	0:00:12.830734
7900	0	8	0.513	0	0:00:12.830017
7920	9	8	0.153	0	0:00:12.832162
7940	2	6	0.378	0	0:00:12.827439
7960	0	0	0.486	1	0:00:12.825429
7980	3	-1	0.0	0	0:00:12.827301
8000	9	9	1.36	1	0:00:12.823509
8020	6	-1	0.0	0	0:00:12.825536
8040	2	2	0.507	1	0:00:12.829723
8060	6	6	0.711	1	0:00:12.828332
8080	4	6	0.0911	0	0:00:12.825186
8100	6	2	1.48	0	0:00:12.827513
8120	8	9	0.77	0	0:00:12.827794
8140	5	4	0.485	0	0:00:12.824655
8160	6	6	0.717	1	0:00:12.828876
8180	4	4	0.62	1	0:00:12.830249
8200	3	6	0.0527	0	0:00:12.830851
8220	6	6	0.252	1	0:00:12.828364
8240	7	7	2.43	1	0:00:12.825344
8260	1	1	1.55	1	0:00:12.838719
8280	4	5	0.708	0	0:00:12.842792
8300	5	2	0.44	0	0:00:12.844388
8320	7	-1	0.0	0	0:00:12.838233
8340	5	3	0.175	0	0:00:12.841952
8360	7	7	1.17	1	0:00:12.838743
8380	9	9	0.62	1	0:00:12.836728
8400	0	0	0.0806	1	0:00:12.838182
8420	3	6	0.0563	0	0:00:12.834400
8440	5	-1	0.0	0	0:00:12.828585
8460	8	8	1.91	1	0:00:12.835166
8480	2	-1	0.0	0	0:00:12.838446
8500	4	4	0.426	1	0:00:12.828517
8520	8	-1	0.0	0	0:00:12.827102
8540	4	2	0.0319	0	0:00:12.823660
8560	7	7	1.21	1	0:00:12.835387
8580	3	2	0.111	0	0:00:12.832314
8600	3	-1	0.0	0	0:00:12.833286
8620	3	-1	0.0	0	0:00:12.831548
8640	1	1	2.2	1	0:00:12.818880
8660	7	7	0.383	1	0:00:12.825281
8680	3	-1	0.0	0	0:00:12.830251
8700	3	3	1.03	1	0:00:12.830348
8720	2	0	2.66	0	0:00:12.827516
8740	2	-1	0.0	0	0:00:12.820045
8760	8	8	1.82	1	0:00:12.823285
8780	4	4	0.219	1	0:00:12.816867
8800	0	0	3.35	1	0:00:12.817339
8820	2	2	1.5	1	0:00:12.823811
8840	2	1	0.433	0	0:00:12.824729
8860	2	2	0.942	1	0:00:12.823140
8880	1	1	1.29	1	0:00:12.830036
8900	2	-1	0.0	0	0:00:12.824139
8920	6	6	2.05	1	0:00:12.826737
8940	6	3	1.53	0	0:00:12.832998
8960	0	0	2.07	1	0:00:12.823182
8980	9	9	2.48	1	0:00:12.817921
9000	8	8	3.32	1	0:00:12.819222
9020	7	7	0.188	1	0:00:12.827173
9040	2	5	0.91	0	0:00:12.831687
9060	9	5	0.571	0	0:00:12.830546
9080	3	3	0.169	1	0:00:12.827980
9100	9	-1	0.0	0	0:00:12.833015
9120	3	-1	0.0	0	0:00:12.834833
9140	7	7	0.0499	1	0:00:12.827389
9160	5	5	0.222	1	0:00:12.819027
9180	5	5	2.56	1	0:00:12.820189
9200	8	8	2.42	1	0:00:12.826191
9220	8	8	2.45	1	0:00:12.829098
9240	8	8	0.864	1	0:00:12.818147
9260	5	5	0.819	1	0:00:12.819504
9280	9	-1	0.0	0	0:00:12.820560
9300	5	5	0.166	1	0:00:12.811964
9320	9	9	1.59	1	0:00:12.813206
9340	1	1	1.74	1	0:00:12.815030
9360	5	-1	0.0	0	0:00:12.811340
9380	5	3	0.241	0	0:00:12.826693
9400	6	6	0.0918	1	0:00:12.823436
9420	5	5	0.725	1	0:00:12.822530
9440	8	8	2.79	1	0:00:12.818214
9460	3	-1	0.0	0	0:00:12.820906
9480	2	4	0.265	0	0:00:12.823449
9500	9	-1	0.0	0	0:00:12.821047
9520	1	1	1.17	1	0:00:12.831384
9540	5	5	0.9	1	0:00:12.817560
9560	9	7	1.53	0	0:00:12.825235
9580	1	-1	0.0	0	0:00:12.814731
9600	8	8	1.0	1	0:00:12.818401
9620	4	7	0.199	0	0:00:12.824956
9640	5	-1	0.0	0	0:00:12.823682
9660	6	6	2.2	1	0:00:12.826628
9680	8	8	1.56	1	0:00:12.824001
9700	0	0	1.42	1	0:00:12.829346
9720	8	-1	0.0	0	0:00:12.840927
9740	3	6	0.294	0	0:00:12.830259
9760	9	7	0.0518	0	0:00:12.828416
9780	4	6	1.09	0	0:00:12.832112
9800	1	1	3.06	1	0:00:12.834600
9820	0	-1	0.0	0	0:00:12.827029
9840	4	-1	0.0	0	0:00:12.832716
9860	0	-1	0.0	0	0:00:12.832883
9880	7	7	1.01	1	0:00:12.835655
9900	8	0	0.59	0	0:00:12.841019
9920	6	6	0.535	1	0:00:12.830319
9940	4	-1	0.0	0	0:00:12.833302
9960	2	0	2.85	0	0:00:12.837584
9980	0	0	1.77	1	0:00:12.838225
