idx	label	predict	radius	correct	time
1540	8	8	1.87	1	0:00:12.466552
1560	7	7	1.91	1	0:00:12.470630
1580	6	1	0.498	0	0:00:12.469218
1600	8	9	0.295	0	0:00:12.464304
1620	5	-1	0.0	0	0:00:12.464114
1640	7	3	0.738	0	0:00:12.469185
1660	3	3	0.194	1	0:00:12.464845
1680	6	6	1.91	1	0:00:12.462683
1700	5	2	0.131	0	0:00:12.464856
1720	4	4	0.252	1	0:00:12.462626
1740	1	-1	0.0	0	0:00:12.464234
1760	0	-1	0.0	0	0:00:12.463665
1780	7	7	0.987	1	0:00:12.463673
1800	4	-1	0.0	0	0:00:12.463081
1820	8	8	0.00501	1	0:00:12.465844
1840	8	7	0.142	0	0:00:12.462332
1860	8	8	1.73	1	0:00:12.465980
1880	1	1	1.47	1	0:00:12.462298
1900	8	8	1.91	1	0:00:12.462173
1920	2	2	1.2	1	0:00:12.463602
1940	5	5	0.509	1	0:00:12.466071
1960	2	5	1.67	0	0:00:12.463498
1980	9	9	1.91	1	0:00:12.463512
2000	1	1	0.262	1	0:00:12.464210
2020	9	9	1.83	1	0:00:12.463223
2040	0	0	1.0	1	0:00:12.465425
2060	5	5	0.454	1	0:00:12.463020
2080	1	1	0.606	1	0:00:12.464566
2100	2	2	0.123	1	0:00:12.463115
2120	4	8	0.888	0	0:00:12.461979
2140	9	9	1.72	1	0:00:12.467341
2160	0	8	0.51	0	0:00:12.461408
2180	4	4	1.34	1	0:00:12.463602
2200	0	0	0.744	1	0:00:12.463015
2220	1	1	1.91	1	0:00:12.463937
2240	9	9	0.872	1	0:00:12.464295
2260	4	4	0.372	1	0:00:12.465871
2280	4	8	0.654	0	0:00:12.464044
2300	3	6	0.154	0	0:00:12.461699
2320	5	2	0.133	0	0:00:12.465780
2340	7	7	1.91	1	0:00:12.462909
2360	7	7	0.815	1	0:00:12.462252
2380	8	8	0.947	1	0:00:12.463118
2400	0	0	1.34	1	0:00:12.464706
2420	8	-1	0.0	0	0:00:12.462819
2440	7	7	1.23	1	0:00:12.462433
2460	9	9	0.58	1	0:00:12.461920
2480	8	8	1.55	1	0:00:12.462563
2500	4	4	0.0126	1	0:00:12.461773
2520	1	1	0.571	1	0:00:12.466087
2540	2	3	0.704	0	0:00:12.464342
2560	7	7	0.599	1	0:00:12.462804
2580	6	6	1.27	1	0:00:12.462828
2600	8	8	1.91	1	0:00:12.464696
2620	1	1	0.388	1	0:00:12.462024
2640	7	7	1.73	1	0:00:12.466640
2660	3	2	0.496	0	0:00:12.461454
2680	0	0	1.91	1	0:00:12.462502
2700	9	9	0.666	1	0:00:12.465920
2720	3	-1	0.0	0	0:00:12.462045
2740	1	1	1.33	1	0:00:12.463840
2760	2	2	0.761	1	0:00:12.461490
2780	7	7	1.91	1	0:00:12.462735
2800	4	6	0.0328	0	0:00:12.463150
2820	6	6	1.91	1	0:00:12.460773
2840	3	3	1.91	1	0:00:12.466062
2860	5	7	0.132	0	0:00:12.459749
2880	4	4	1.91	1	0:00:12.464809
2900	3	5	1.03	0	0:00:12.463868
2920	2	3	0.35	0	0:00:12.464639
2940	3	0	1.77	0	0:00:12.463145
2960	9	9	1.55	1	0:00:12.463514
2980	8	8	0.491	1	0:00:12.460259
3000	5	5	1.91	1	0:00:12.464091
3020	1	1	1.45	1	0:00:12.462276
3040	7	7	1.91	1	0:00:12.463982
3060	7	7	1.77	1	0:00:12.462431
3080	1	1	0.306	1	0:00:12.462680
3100	0	0	1.84	1	0:00:12.462754
3120	4	6	0.76	0	0:00:12.462076
3140	8	8	1.3	1	0:00:12.464407
3160	6	2	0.0949	0	0:00:12.465780
3180	3	-1	0.0	0	0:00:12.463505
3200	5	7	0.0582	0	0:00:12.464817
3220	3	9	0.101	0	0:00:12.466074
3240	4	-1	0.0	0	0:00:12.467193
3260	7	7	0.875	1	0:00:12.463923
3280	3	5	1.6	0	0:00:12.464055
3300	4	4	0.21	1	0:00:12.463839
3320	2	7	1.91	0	0:00:12.466749
3340	6	6	0.718	1	0:00:12.463324
3360	4	6	0.362	0	0:00:12.464477
3380	8	8	1.61	1	0:00:12.463650
3400	6	4	0.882	0	0:00:12.464293
3420	5	-1	0.0	0	0:00:12.466360
3440	2	-1	0.0	0	0:00:12.466205
3460	1	1	1.61	1	0:00:12.463297
3480	2	2	1.91	1	0:00:12.461461
3500	1	1	0.632	1	0:00:12.467599
3520	1	1	1.91	1	0:00:12.466141
3540	6	6	1.06	1	0:00:12.466024
3560	1	9	0.0906	0	0:00:12.461509
3580	4	4	0.0204	1	0:00:12.462222
3600	4	2	1.12	0	0:00:12.460330
3620	0	-1	0.0	0	0:00:12.462953
3640	6	2	1.09	0	0:00:12.460080
3660	0	0	0.404	1	0:00:12.462534
3680	0	2	0.673	0	0:00:12.462939
3700	3	3	0.666	1	0:00:12.465374
3720	2	2	1.75	1	0:00:12.465740
3740	0	0	1.31	1	0:00:12.463762
3760	7	7	1.91	1	0:00:12.466516
3780	4	-1	0.0	0	0:00:12.462293
3800	9	9	0.54	1	0:00:12.466938
3820	0	0	0.397	1	0:00:12.463119
3840	6	3	0.827	0	0:00:12.467075
3860	7	7	1.91	1	0:00:12.463756
3880	6	4	0.34	0	0:00:12.465216
3900	3	3	0.312	1	0:00:12.466022
3920	7	-1	0.0	0	0:00:12.464838
3940	6	-1	0.0	0	0:00:12.464812
3960	2	2	0.878	1	0:00:12.464602
3980	9	-1	0.0	0	0:00:12.466362
4000	8	0	0.136	0	0:00:12.464394
4020	8	8	1.23	1	0:00:12.461332
4040	0	0	1.8	1	0:00:12.463564
4060	6	6	0.0903	1	0:00:12.460896
4080	1	1	1.15	1	0:00:12.465167
4100	7	7	1.91	1	0:00:12.466911
4120	4	4	0.81	1	0:00:12.466915
4140	5	5	1.75	1	0:00:12.469944
4160	5	5	1.15	1	0:00:12.466908
4180	0	0	0.0271	1	0:00:12.464167
4200	4	2	0.257	0	0:00:12.461515
4220	4	0	1.91	0	0:00:12.462838
4240	7	8	0.107	0	0:00:12.466991
4260	8	8	1.13	1	0:00:12.467913
4280	8	-1	0.0	0	0:00:12.464462
4300	8	8	1.72	1	0:00:12.464707
4320	1	8	0.761	0	0:00:12.464243
4340	0	0	1.28	1	0:00:12.465427
4360	6	6	0.0583	1	0:00:12.469845
4380	9	9	0.706	1	0:00:12.469303
4400	3	6	0.213	0	0:00:12.463927
4420	5	5	0.332	1	0:00:12.466367
4440	2	2	0.609	1	0:00:12.466696
4460	9	9	1.08	1	0:00:12.468724
4480	9	9	1.6	1	0:00:12.467838
4500	3	5	0.495	0	0:00:12.466256
4520	3	6	1.24	0	0:00:12.466040
4540	9	9	1.91	1	0:00:12.466965
4560	1	1	1.56	1	0:00:12.467846
4580	6	4	0.543	0	0:00:12.469008
4600	4	4	0.352	1	0:00:12.466994
4620	7	3	1.75	0	0:00:12.470531
4640	2	2	0.105	1	0:00:12.465860
4660	7	-1	0.0	0	0:00:12.468568
4680	9	9	0.346	1	0:00:12.469896
4700	6	6	0.0499	1	0:00:12.468638
4720	8	8	0.254	1	0:00:12.466648
4740	5	3	0.669	0	0:00:12.468683
4760	3	3	0.00321	1	0:00:12.465390
4780	0	0	1.39	1	0:00:12.466881
4800	9	9	1.91	1	0:00:12.469455
4820	3	3	0.231	1	0:00:12.467428
4840	0	0	1.52	1	0:00:12.470221
4860	5	5	1.61	1	0:00:12.467526
4880	0	-1	0.0	0	0:00:12.470827
4900	3	6	0.896	0	0:00:12.468028
4920	7	7	1.22	1	0:00:12.465989
4940	6	6	0.462	1	0:00:12.464335
4960	4	4	0.0351	1	0:00:12.464817
4980	1	9	1.65	0	0:00:12.465105
5000	7	7	1.91	1	0:00:12.467660
5020	8	8	1.71	1	0:00:12.465316
5040	3	3	1.36	1	0:00:12.468323
5060	6	6	1.07	1	0:00:12.463927
5080	7	7	1.91	1	0:00:12.466594
5100	3	3	1.28	1	0:00:12.465387
5120	9	9	0.959	1	0:00:12.469465
5140	8	8	1.28	1	0:00:12.464559
5160	0	0	0.737	1	0:00:12.467183
5180	9	7	0.483	0	0:00:12.464328
5200	3	3	1.91	1	0:00:12.467193
5220	0	0	1.39	1	0:00:12.463034
5240	1	1	0.169	1	0:00:12.465219
5260	0	0	1.91	1	0:00:12.463473
5280	0	8	1.01	0	0:00:12.470146
5300	9	9	1.41	1	0:00:12.465997
5320	7	7	1.87	1	0:00:12.471232
5340	3	4	1.36	0	0:00:12.467973
5360	9	9	1.72	1	0:00:12.469342
5380	1	9	1.72	0	0:00:12.463901
5400	9	9	1.12	1	0:00:12.463826
5420	6	6	1.11	1	0:00:12.465115
5440	9	9	1.91	1	0:00:12.469374
5460	0	0	1.55	1	0:00:12.469561
5480	1	1	0.891	1	0:00:12.467486
5500	8	8	0.251	1	0:00:12.465978
5520	4	3	0.0388	0	0:00:12.470141
5540	5	6	0.178	0	0:00:12.468647
5560	3	-1	0.0	0	0:00:12.467665
5580	5	6	0.0983	0	0:00:12.467481
5600	6	9	0.0556	0	0:00:12.467167
5620	3	2	0.923	0	0:00:12.463773
5640	2	3	0.338	0	0:00:12.467921
5660	9	9	0.688	1	0:00:12.466717
5680	2	3	0.186	0	0:00:12.466701
5700	3	-1	0.0	0	0:00:12.464748
5720	9	9	1.87	1	0:00:12.468227
5740	6	4	0.82	0	0:00:12.462472
5760	2	2	0.88	1	0:00:12.463988
5780	7	7	1.91	1	0:00:12.464520
5800	2	-1	0.0	0	0:00:12.467457
5820	5	5	0.181	1	0:00:12.467058
5840	2	2	0.146	1	0:00:12.463062
5860	0	0	0.802	1	0:00:12.464816
5880	0	0	1.24	1	0:00:12.464271
5900	4	-1	0.0	0	0:00:12.464490
5920	8	8	1.91	1	0:00:12.464784
5940	7	4	0.781	0	0:00:12.464633
5960	2	6	0.208	0	0:00:12.464265
5980	9	9	1.91	1	0:00:12.467909
6000	8	8	0.524	1	0:00:12.465527
6020	6	6	1.21	1	0:00:12.465799
6040	2	7	0.78	0	0:00:12.466154
6060	3	4	0.118	0	0:00:12.464148
6080	1	1	0.625	1	0:00:12.466995
6100	1	1	1.45	1	0:00:12.465576
6120	5	5	1.27	1	0:00:12.464658
6140	9	9	1.91	1	0:00:12.467776
6160	2	5	0.143	0	0:00:12.464508
6180	0	0	0.434	1	0:00:12.465820
6200	3	3	1.08	1	0:00:12.464165
6220	2	-1	0.0	0	0:00:12.464162
6240	2	-1	0.0	0	0:00:12.462724
6260	2	9	0.16	0	0:00:12.465986
6280	8	5	0.22	0	0:00:12.465069
6300	1	1	0.474	1	0:00:12.463146
6320	0	0	1.74	1	0:00:12.463916
6340	3	3	1.37	1	0:00:12.461631
6360	2	2	0.685	1	0:00:12.462336
6380	3	6	0.0382	0	0:00:12.462394
6400	0	0	0.233	1	0:00:12.463869
6420	7	7	1.76	1	0:00:12.465318
6440	3	-1	0.0	0	0:00:12.462290
6460	3	3	0.00959	1	0:00:12.464963
6480	0	0	1.09	1	0:00:12.466270
6500	7	-1	0.0	0	0:00:12.465858
6520	6	-1	0.0	0	0:00:12.464669
6540	8	8	1.7	1	0:00:12.465527
6560	6	6	1.06	1	0:00:12.465161
6580	1	-1	0.0	0	0:00:12.463569
6600	7	7	1.91	1	0:00:12.466425
6620	7	7	1.69	1	0:00:12.461739
6640	5	3	1.91	0	0:00:12.465266
6660	0	0	1.81	1	0:00:12.462795
6680	3	3	0.995	1	0:00:12.465227
6700	6	6	0.87	1	0:00:12.462460
6720	2	2	1.11	1	0:00:12.462299
6740	2	-1	0.0	0	0:00:12.459936
6760	5	5	0.503	1	0:00:12.465560
6780	7	7	1.91	1	0:00:12.463592
6800	6	6	0.603	1	0:00:12.462684
6820	1	1	1.91	1	0:00:12.462977
6840	9	9	0.949	1	0:00:12.466516
6860	0	0	1.2	1	0:00:12.464390
6880	2	2	0.941	1	0:00:12.466598
6900	3	3	0.254	1	0:00:12.464848
6920	5	2	1.13	0	0:00:12.462838
6940	1	1	1.91	1	0:00:12.465843
6960	9	8	0.369	0	0:00:12.462551
6980	0	9	0.374	0	0:00:12.466910
7000	2	8	0.337	0	0:00:12.465747
7020	7	7	1.91	1	0:00:12.467272
7040	7	8	0.169	0	0:00:12.465399
7060	8	8	1.24	1	0:00:12.459724
7080	5	4	0.96	0	0:00:12.460357
7100	9	9	0.134	1	0:00:12.465586
7120	7	7	1.04	1	0:00:12.467979
7140	4	4	0.866	1	0:00:12.463651
7160	5	5	0.977	1	0:00:12.464785
7180	6	6	1.56	1	0:00:12.461990
7200	4	6	0.408	0	0:00:12.461798
7220	9	9	1.29	1	0:00:12.465668
7240	0	8	0.485	0	0:00:12.462030
7260	1	1	0.463	1	0:00:12.463990
7280	1	1	0.504	1	0:00:12.463460
7300	3	-1	0.0	0	0:00:12.464178
7320	8	0	0.179	0	0:00:12.464511
7340	2	4	0.876	0	0:00:12.456801
7360	2	-1	0.0	0	0:00:12.461346
7380	7	7	1.69	1	0:00:12.460499
7400	3	3	0.799	1	0:00:12.467340
7420	3	0	0.00219	0	0:00:12.464234
7440	3	3	0.696	1	0:00:12.465718
7460	5	5	1.91	1	0:00:12.461588
7480	1	8	0.28	0	0:00:12.465231
7500	6	6	1.91	1	0:00:12.465500
7520	4	4	0.814	1	0:00:12.460209
7540	5	5	1.91	1	0:00:12.464907
7560	0	0	0.816	1	0:00:12.461183
7580	8	8	1.4	1	0:00:12.463794
7600	8	9	1.04	0	0:00:12.460336
7620	5	3	0.971	0	0:00:12.463697
7640	9	9	0.568	1	0:00:12.463754
7660	7	7	0.398	1	0:00:12.462888
7680	3	3	0.0863	1	0:00:12.466287
7700	6	6	1.84	1	0:00:12.463253
7720	5	5	0.458	1	0:00:12.461013
7740	4	2	0.299	0	0:00:12.461364
7760	2	9	0.526	0	0:00:12.464693
7780	3	-1	0.0	0	0:00:12.460960
7800	0	0	1.12	1	0:00:12.460287
7820	5	5	0.603	1	0:00:12.460797
7840	1	1	1.91	1	0:00:12.461685
7860	8	8	0.84	1	0:00:12.463729
7880	0	0	1.07	1	0:00:12.463972
7900	0	8	0.282	0	0:00:12.462851
7920	9	9	0.226	1	0:00:12.463731
7940	2	6	0.325	0	0:00:12.461686
7960	0	0	1.25	1	0:00:12.465623
7980	3	3	0.143	1	0:00:12.463473
8000	9	9	1.56	1	0:00:12.466153
8020	6	3	0.674	0	0:00:12.466742
8040	2	2	1.11	1	0:00:12.467292
8060	6	6	0.964	1	0:00:12.467237
8080	4	6	0.202	0	0:00:12.465072
8100	6	2	1.72	0	0:00:12.468298
8120	8	9	0.429	0	0:00:12.469365
8140	5	4	0.566	0	0:00:12.471488
8160	6	6	1.91	1	0:00:12.470329
8180	4	4	0.847	1	0:00:12.466102
8200	3	6	0.00709	0	0:00:12.468191
8220	6	6	0.4	1	0:00:12.468703
8240	7	7	1.91	1	0:00:12.467708
8260	1	1	1.91	1	0:00:12.473280
8280	4	5	1.07	0	0:00:12.468243
8300	5	2	0.59	0	0:00:12.469174
8320	7	7	0.289	1	0:00:12.466719
8340	5	5	1.19	1	0:00:12.468993
8360	7	7	1.91	1	0:00:12.469727
8380	9	9	1.91	1	0:00:12.472509
8400	0	0	0.408	1	0:00:12.467330
8420	3	6	0.642	0	0:00:12.469010
8440	5	5	0.505	1	0:00:12.470805
8460	8	8	1.87	1	0:00:12.468038
8480	2	2	0.766	1	0:00:12.468986
8500	4	4	0.848	1	0:00:12.467691
8520	8	8	0.318	1	0:00:12.465720
8540	4	2	0.159	0	0:00:12.465034
8560	7	7	1.61	1	0:00:12.468788
8580	3	5	0.616	0	0:00:12.473702
8600	3	3	0.25	1	0:00:12.467621
8620	3	5	0.177	0	0:00:12.467456
8640	1	1	1.91	1	0:00:12.468125
8660	7	7	0.751	1	0:00:12.468714
8680	3	-1	0.0	0	0:00:12.470165
8700	3	3	1.15	1	0:00:12.471186
8720	2	0	1.91	0	0:00:12.467184
8740	2	-1	0.0	0	0:00:12.467798
8760	8	8	1.91	1	0:00:12.467496
8780	4	4	0.903	1	0:00:12.468909
8800	0	0	1.91	1	0:00:12.465077
8820	2	2	1.91	1	0:00:12.469981
8840	2	-1	0.0	0	0:00:12.466306
8860	2	2	1.36	1	0:00:12.467243
8880	1	1	1.39	1	0:00:12.466845
8900	2	4	0.662	0	0:00:12.466352
8920	6	6	1.84	1	0:00:12.468278
8940	6	3	1.84	0	0:00:12.468056
8960	0	0	1.78	1	0:00:12.469180
8980	9	9	1.91	1	0:00:12.467621
9000	8	8	1.91	1	0:00:12.467949
9020	7	7	1.44	1	0:00:12.468825
9040	2	5	1.08	0	0:00:12.467585
9060	9	5	0.0339	0	0:00:12.468749
9080	3	3	0.499	1	0:00:12.464058
9100	9	-1	0.0	0	0:00:12.466552
9120	3	-1	0.0	0	0:00:12.466005
9140	7	7	0.733	1	0:00:12.463108
9160	5	5	1.33	1	0:00:12.464868
9180	5	5	1.91	1	0:00:12.465707
9200	8	8	1.84	1	0:00:12.464181
9220	8	8	1.91	1	0:00:12.465024
9240	8	8	1.27	1	0:00:12.463185
9260	5	5	1.33	1	0:00:12.465795
9280	9	9	0.0901	1	0:00:12.465088
9300	5	5	0.579	1	0:00:12.467650
9320	9	9	1.84	1	0:00:12.466921
9340	1	1	1.87	1	0:00:12.467837
9360	5	0	0.721	0	0:00:12.464569
9380	5	3	0.677	0	0:00:12.466892
9400	6	6	0.86	1	0:00:12.467939
9420	5	5	1.35	1	0:00:12.469295
9440	8	8	1.91	1	0:00:12.469783
9460	3	7	0.0261	0	0:00:12.467089
9480	2	4	0.318	0	0:00:12.464468
9500	9	9	0.645	1	0:00:12.470640
9520	1	1	1.55	1	0:00:12.469289
9540	5	5	1.68	1	0:00:12.466800
9560	9	7	1.26	0	0:00:12.467487
9580	1	1	0.769	1	0:00:12.467450
9600	8	8	0.833	1	0:00:12.464540
9620	4	4	0.0412	1	0:00:12.466526
9640	5	5	0.598	1	0:00:12.464516
9660	6	6	1.91	1	0:00:12.469523
9680	8	8	1.72	1	0:00:12.464792
9700	0	0	1.41	1	0:00:12.467832
9720	8	-1	0.0	0	0:00:12.465371
9740	3	6	0.682	0	0:00:12.466205
9760	9	7	0.295	0	0:00:12.465835
9780	4	6	0.949	0	0:00:12.467131
9800	1	1	1.91	1	0:00:12.468964
9820	0	8	0.511	0	0:00:12.467014
9840	4	7	0.125	0	0:00:12.468350
9860	0	5	0.147	0	0:00:12.463994
9880	7	7	1.13	1	0:00:12.469029
9900	8	8	0.479	1	0:00:12.465152
9920	6	6	1.53	1	0:00:12.465859
9940	4	5	0.676	0	0:00:12.467265
9960	2	0	1.91	0	0:00:12.468438
9980	0	0	1.91	1	0:00:12.470006
