idx	label	predict	radius	correct	time
1160	8	8	0.368	1	0:00:12.851034
1180	3	3	0.904	1	0:00:12.852436
1200	8	8	0.724	1	0:00:12.844576
1220	9	-1	0.0	0	0:00:12.854053
1240	2	6	0.835	0	0:00:12.847502
1260	1	9	0.338	0	0:00:12.850674
1280	3	5	0.0787	0	0:00:12.846990
1300	4	3	0.965	0	0:00:12.845684
1320	7	7	0.0355	1	0:00:12.843065
1340	1	1	1.77	1	0:00:12.845296
1360	7	7	1.17	1	0:00:12.857534
1380	4	5	0.293	0	0:00:12.843714
1400	5	-1	0.0	0	0:00:12.848174
1420	4	4	0.00287	1	0:00:12.848869
1440	0	0	0.362	1	0:00:12.843042
1460	6	6	1.45	1	0:00:12.843414
1480	1	1	0.47	1	0:00:12.847180
1500	1	1	1.01	1	0:00:12.844769
1520	7	7	1.13	1	0:00:12.830332
1540	8	8	1.87	1	0:00:12.836128
1560	7	7	1.91	1	0:00:12.840369
1580	6	1	0.209	0	0:00:12.846892
1600	8	9	0.235	0	0:00:12.832624
1620	5	-1	0.0	0	0:00:12.845630
1640	7	3	0.418	0	0:00:12.849148
1660	3	3	0.546	1	0:00:12.838570
1680	6	6	1.42	1	0:00:12.836070
1700	5	5	0.23	1	0:00:12.829728
1720	4	4	0.532	1	0:00:12.836920
1740	1	1	0.497	1	0:00:12.833185
1760	0	0	0.473	1	0:00:12.838442
1780	7	7	0.95	1	0:00:12.842014
1800	4	-1	0.0	0	0:00:12.848855
1820	8	8	0.489	1	0:00:12.840683
1840	8	-1	0.0	0	0:00:12.844352
1860	8	8	1.55	1	0:00:12.845645
1880	1	1	1.42	1	0:00:12.845074
1900	8	8	1.91	1	0:00:12.842641
1920	2	2	1.3	1	0:00:12.836546
1940	5	5	1.26	1	0:00:12.839468
1960	2	5	0.375	0	0:00:12.836456
1980	9	9	1.84	1	0:00:12.847077
2000	1	1	0.495	1	0:00:12.837728
2020	9	9	1.46	1	0:00:12.838329
2040	0	0	1.01	1	0:00:12.831812
2060	5	3	0.676	0	0:00:12.841510
2080	1	1	0.319	1	0:00:12.830912
2100	2	2	0.749	1	0:00:12.830435
2120	4	8	0.611	0	0:00:12.829004
2140	9	9	1.71	1	0:00:12.847970
2160	0	0	0.115	1	0:00:12.842206
2180	4	4	1.18	1	0:00:12.840855
2200	0	0	0.284	1	0:00:12.830446
2220	1	1	1.69	1	0:00:12.830429
2240	9	9	0.342	1	0:00:12.828090
2260	4	4	0.644	1	0:00:12.830270
2280	4	8	0.283	0	0:00:12.841353
2300	3	-1	0.0	0	0:00:12.827998
2320	5	2	0.0745	0	0:00:12.830526
2340	7	7	1.76	1	0:00:12.835266
2360	7	7	0.305	1	0:00:12.836614
2380	8	8	1.07	1	0:00:12.838043
2400	0	0	1.19	1	0:00:12.839259
2420	8	-1	0.0	0	0:00:12.850482
2440	7	7	1.08	1	0:00:12.840989
2460	9	9	0.0568	1	0:00:12.841831
2480	8	8	1.24	1	0:00:12.842559
2500	4	4	0.212	1	0:00:12.841935
2520	1	1	0.393	1	0:00:12.838418
2540	2	-1	0.0	0	0:00:12.836433
2560	7	7	0.474	1	0:00:12.834389
2580	6	6	0.844	1	0:00:12.832376
2600	8	8	1.57	1	0:00:12.840938
2620	1	1	0.264	1	0:00:12.832129
2640	7	7	1.42	1	0:00:12.834528
2660	3	-1	0.0	0	0:00:12.834524
2680	0	0	1.91	1	0:00:12.833183
2700	9	9	0.316	1	0:00:12.836327
2720	3	3	0.293	1	0:00:12.835731
2740	1	1	1.01	1	0:00:12.838016
2760	2	2	0.839	1	0:00:12.838290
2780	7	7	1.87	1	0:00:12.835173
2800	4	4	0.211	1	0:00:12.835952
2820	6	6	1.64	1	0:00:12.832025
2840	3	3	1.91	1	0:00:12.848742
2860	5	-1	0.0	0	0:00:12.842350
2880	4	4	1.31	1	0:00:12.835967
2900	3	5	0.658	0	0:00:12.837240
2920	2	3	0.0288	0	0:00:12.846975
2940	3	0	1.37	0	0:00:12.844421
2960	9	9	0.711	1	0:00:12.852988
2980	8	8	0.522	1	0:00:12.848556
3000	5	5	1.65	1	0:00:12.850513
3020	1	1	1.07	1	0:00:12.849027
3040	7	7	1.91	1	0:00:12.838080
3060	7	7	1.34	1	0:00:12.839487
3080	1	1	0.838	1	0:00:12.846545
3100	0	0	1.19	1	0:00:12.832077
3120	4	-1	0.0	0	0:00:12.833869
3140	8	8	0.95	1	0:00:12.836585
3160	6	2	0.411	0	0:00:12.831504
3180	3	3	0.501	1	0:00:12.840129
3200	5	5	0.484	1	0:00:12.831132
3220	3	-1	0.0	0	0:00:12.824500
3240	4	-1	0.0	0	0:00:12.831338
3260	7	7	1.13	1	0:00:12.843127
3280	3	5	0.493	0	0:00:12.836127
3300	4	-1	0.0	0	0:00:12.842901
3320	2	7	0.861	0	0:00:12.852416
3340	6	6	0.661	1	0:00:12.826234
3360	4	-1	0.0	0	0:00:12.833295
3380	8	8	1.56	1	0:00:12.837710
3400	6	4	0.424	0	0:00:12.831839
3420	5	-1	0.0	0	0:00:12.825239
3440	2	3	0.466	0	0:00:12.841880
3460	1	1	1.36	1	0:00:12.831707
3480	2	2	1.74	1	0:00:12.839479
3500	1	1	0.534	1	0:00:12.840008
3520	1	1	1.83	1	0:00:12.836383
3540	6	6	0.985	1	0:00:12.842416
3560	1	-1	0.0	0	0:00:12.849462
3580	4	2	0.194	0	0:00:12.852592
3600	4	2	0.983	0	0:00:12.843653
3620	0	-1	0.0	0	0:00:12.834679
3640	6	2	0.428	0	0:00:12.846852
3660	0	0	0.761	1	0:00:12.837802
3680	0	-1	0.0	0	0:00:12.842705
3700	3	3	1.13	1	0:00:12.845035
3720	2	2	1.6	1	0:00:12.846795
3740	0	0	0.853	1	0:00:12.838594
3760	7	7	1.14	1	0:00:12.835176
3780	4	4	0.422	1	0:00:12.837147
3800	9	9	0.756	1	0:00:12.835456
3820	0	0	0.00283	1	0:00:12.831270
3840	6	3	0.416	0	0:00:12.829116
3860	7	7	1.91	1	0:00:12.834653
3880	6	6	0.168	1	0:00:12.840816
3900	3	6	0.946	0	0:00:12.832720
3920	7	7	0.125	1	0:00:12.837738
3940	6	-1	0.0	0	0:00:12.822832
3960	2	2	1.47	1	0:00:12.834511
3980	9	9	0.319	1	0:00:12.834268
4000	8	0	0.104	0	0:00:12.832260
4020	8	8	0.878	1	0:00:12.832211
4040	0	0	1.61	1	0:00:12.834336
4060	6	6	0.66	1	0:00:12.836025
4080	1	1	1.35	1	0:00:12.832740
4100	7	7	1.91	1	0:00:12.825741
4120	4	4	1.48	1	0:00:12.828067
4140	5	5	1.52	1	0:00:12.842156
4160	5	5	0.741	1	0:00:12.828996
4180	0	8	0.0811	0	0:00:12.829204
4200	4	4	0.281	1	0:00:12.825357
4220	4	0	1.48	0	0:00:12.825229
4240	7	0	0.256	0	0:00:12.831342
4260	8	8	1.34	1	0:00:12.834766
4280	8	-1	0.0	0	0:00:12.834630
4300	8	8	1.2	1	0:00:12.830145
4320	1	8	0.216	0	0:00:12.825587
4340	0	0	1.11	1	0:00:12.820699
4360	6	6	0.245	1	0:00:12.835554
4380	9	9	0.829	1	0:00:12.830173
4400	3	-1	0.0	0	0:00:12.834979
4420	5	5	0.232	1	0:00:12.831838
4440	2	2	0.615	1	0:00:12.831848
4460	9	9	0.815	1	0:00:12.837301
4480	9	9	1.49	1	0:00:12.832663
4500	3	5	0.227	0	0:00:12.833705
4520	3	6	0.455	0	0:00:12.832753
4540	9	9	1.77	1	0:00:12.842690
4560	1	1	0.996	1	0:00:12.826701
4580	6	4	0.0896	0	0:00:12.828729
4600	4	4	1.04	1	0:00:12.833613
4620	7	3	0.561	0	0:00:12.834114
4640	2	2	0.953	1	0:00:12.831027
4660	7	-1	0.0	0	0:00:12.834638
4680	9	9	0.721	1	0:00:12.830862
4700	6	-1	0.0	0	0:00:12.843597
4720	8	8	0.111	1	0:00:12.829720
4740	5	3	0.553	0	0:00:12.838515
4760	3	2	0.121	0	0:00:12.837091
4780	0	0	1.24	1	0:00:12.848442
4800	9	9	1.91	1	0:00:12.828279
4820	3	3	0.961	1	0:00:12.831630
4840	0	0	1.72	1	0:00:12.835504
4860	5	5	1.24	1	0:00:12.830826
4880	0	-1	0.0	0	0:00:12.825897
4900	3	6	0.396	0	0:00:12.826458
4920	7	7	1.31	1	0:00:12.841435
4940	6	6	0.383	1	0:00:12.828903
4960	4	4	0.0212	1	0:00:12.838206
4980	1	9	1.05	0	0:00:12.838474
5000	7	7	1.91	1	0:00:12.838394
5020	8	8	1.46	1	0:00:12.846178
5040	3	3	0.854	1	0:00:12.845143
5060	6	6	0.608	1	0:00:12.830204
5080	7	7	1.23	1	0:00:12.832379
5100	3	3	1.52	1	0:00:12.834828
5120	9	9	0.762	1	0:00:12.830351
5140	8	8	1.04	1	0:00:12.832526
5160	0	0	1.04	1	0:00:12.829218
5180	9	7	0.239	0	0:00:12.826814
5200	3	3	1.81	1	0:00:12.837161
5220	0	0	0.968	1	0:00:12.830915
5240	1	1	0.296	1	0:00:12.844755
5260	0	0	1.87	1	0:00:12.836180
5280	0	8	0.0916	0	0:00:12.842105
5300	9	9	0.758	1	0:00:12.828733
5320	7	7	0.99	1	0:00:12.847077
5340	3	4	0.833	0	0:00:12.832994
5360	9	9	1.77	1	0:00:12.841564
5380	1	9	1.16	0	0:00:12.835641
5400	9	9	0.995	1	0:00:12.826428
5420	6	6	0.999	1	0:00:12.831358
5440	9	9	1.91	1	0:00:12.836323
5460	0	0	1.69	1	0:00:12.838621
5480	1	1	0.708	1	0:00:12.839091
5500	8	8	0.392	1	0:00:12.851436
5520	4	4	0.162	1	0:00:12.850493
5540	5	-1	0.0	0	0:00:12.826685
5560	3	-1	0.0	0	0:00:12.836953
5580	5	6	0.0249	0	0:00:12.840267
5600	6	-1	0.0	0	0:00:12.845267
5620	3	2	0.196	0	0:00:12.843203
5640	2	2	0.605	1	0:00:12.840584
5660	9	9	0.532	1	0:00:12.850177
5680	2	3	0.122	0	0:00:12.840013
5700	3	5	0.355	0	0:00:12.827069
5720	9	9	1.58	1	0:00:12.851999
5740	6	-1	0.0	0	0:00:12.834523
5760	2	2	0.424	1	0:00:12.846798
5780	7	7	1.81	1	0:00:12.849379
5800	2	2	0.583	1	0:00:12.842257
5820	5	5	0.36	1	0:00:12.829978
5840	2	2	0.122	1	0:00:12.827095
5860	0	0	0.519	1	0:00:12.833436
5880	0	0	1.13	1	0:00:12.832152
5900	4	3	0.226	0	0:00:12.836092
5920	8	8	1.91	1	0:00:12.835369
5940	7	-1	0.0	0	0:00:12.833778
5960	2	6	0.181	0	0:00:12.833398
5980	9	9	1.72	1	0:00:12.841534
6000	8	8	0.33	1	0:00:12.830387
6020	6	6	0.999	1	0:00:12.834348
6040	2	7	0.408	0	0:00:12.840787
6060	3	-1	0.0	0	0:00:12.834203
6080	1	1	0.461	1	0:00:12.844439
6100	1	1	1.11	1	0:00:12.837278
6120	5	5	0.959	1	0:00:12.842699
6140	9	9	1.75	1	0:00:12.836635
6160	2	2	0.742	1	0:00:12.836589
6180	0	0	0.801	1	0:00:12.829214
6200	3	3	0.891	1	0:00:12.843505
6220	2	-1	0.0	0	0:00:12.843448
6240	2	2	0.304	1	0:00:12.837261
6260	2	-1	0.0	0	0:00:12.844162
6280	8	-1	0.0	0	0:00:12.832384
6300	1	1	0.664	1	0:00:12.842003
6320	0	0	1.6	1	0:00:12.838167
6340	3	3	0.304	1	0:00:12.841433
6360	2	2	0.421	1	0:00:12.840620
6380	3	3	0.145	1	0:00:12.839180
6400	0	0	0.379	1	0:00:12.831740
6420	7	7	1.81	1	0:00:12.820654
6440	3	-1	0.0	0	0:00:12.832953
6460	3	3	0.327	1	0:00:12.842149
6480	0	0	0.922	1	0:00:12.835976
6500	7	-1	0.0	0	0:00:12.829911
6520	6	6	0.124	1	0:00:12.828483
6540	8	8	1.26	1	0:00:12.834106
6560	6	6	0.771	1	0:00:12.835505
6580	1	-1	0.0	0	0:00:12.831106
6600	7	7	1.91	1	0:00:12.831266
6620	7	7	1.5	1	0:00:12.839957
6640	5	3	1.16	0	0:00:12.838510
6660	0	0	1.28	1	0:00:12.841866
6680	3	5	0.108	0	0:00:12.835822
6700	6	6	0.782	1	0:00:12.832025
6720	2	2	0.483	1	0:00:12.838857
6740	2	2	0.319	1	0:00:12.829851
6760	5	5	0.555	1	0:00:12.839463
6780	7	7	1.91	1	0:00:12.840262
6800	6	6	0.0978	1	0:00:12.846895
6820	1	1	1.84	1	0:00:12.846967
6840	9	9	0.902	1	0:00:12.842158
6860	0	0	0.714	1	0:00:12.840013
6880	2	2	1.2	1	0:00:12.840851
6900	3	3	0.974	1	0:00:12.829002
6920	5	2	0.139	0	0:00:12.841504
6940	1	1	1.91	1	0:00:12.846033
6960	9	9	0.246	1	0:00:12.843324
6980	0	-1	0.0	0	0:00:12.851972
7000	2	8	0.0364	0	0:00:12.850216
7020	7	7	1.87	1	0:00:12.851585
7040	7	0	0.0464	0	0:00:12.839617
7060	8	8	1.15	1	0:00:12.839771
7080	5	4	0.5	0	0:00:12.837805
7100	9	-1	0.0	0	0:00:12.837504
7120	7	7	0.678	1	0:00:12.849727
7140	4	4	0.232	1	0:00:12.846931
7160	5	5	0.93	1	0:00:12.847646
7180	6	6	0.953	1	0:00:12.843489
7200	4	-1	0.0	0	0:00:12.845203
7220	9	9	1.01	1	0:00:12.847482
7240	0	0	0.301	1	0:00:12.850382
7260	1	1	0.842	1	0:00:12.851888
7280	1	1	0.12	1	0:00:12.847363
7300	3	4	0.24	0	0:00:12.853251
7320	8	0	0.109	0	0:00:12.846004
7340	2	4	0.287	0	0:00:12.850291
7360	2	-1	0.0	0	0:00:12.844258
7380	7	7	1.17	1	0:00:12.841754
7400	3	3	0.0505	1	0:00:12.847458
7420	3	2	0.0606	0	0:00:12.840833
7440	3	3	1.03	1	0:00:12.842820
7460	5	5	1.64	1	0:00:12.843544
7480	1	8	0.59	0	0:00:12.844505
7500	6	6	1.91	1	0:00:12.839489
7520	4	4	0.663	1	0:00:12.835773
7540	5	5	1.74	1	0:00:12.838483
7560	0	0	0.779	1	0:00:12.835490
7580	8	8	1.09	1	0:00:12.831548
7600	8	9	0.396	0	0:00:12.843520
7620	5	3	0.514	0	0:00:12.834258
7640	9	-1	0.0	0	0:00:12.842923
7660	7	7	0.311	1	0:00:12.826993
7680	3	-1	0.0	0	0:00:12.844386
7700	6	6	1.36	1	0:00:12.837819
7720	5	5	0.337	1	0:00:12.841979
7740	4	4	0.24	1	0:00:12.827118
7760	2	9	0.156	0	0:00:12.830872
7780	3	1	0.000274	0	0:00:12.832493
7800	0	0	0.707	1	0:00:12.829899
7820	5	5	0.527	1	0:00:12.831661
7840	1	1	1.87	1	0:00:12.828197
7860	8	8	0.907	1	0:00:12.829853
7880	0	0	0.199	1	0:00:12.835913
7900	0	8	0.318	0	0:00:12.838011
7920	9	9	0.452	1	0:00:12.844584
7940	2	-1	0.0	0	0:00:12.838898
7960	0	0	1.03	1	0:00:12.842428
7980	3	3	0.609	1	0:00:12.843729
8000	9	9	1.16	1	0:00:12.844591
8020	6	3	1.14	0	0:00:12.841405
8040	2	2	1.17	1	0:00:12.846907
8060	6	6	0.95	1	0:00:12.853304
8080	4	4	0.102	1	0:00:12.847115
8100	6	2	0.781	0	0:00:12.849371
8120	8	-1	0.0	0	0:00:12.850165
8140	5	-1	0.0	0	0:00:12.856062
8160	6	6	1.75	1	0:00:12.850822
8180	4	4	0.305	1	0:00:12.855147
8200	3	4	0.255	0	0:00:12.849812
8220	6	-1	0.0	0	0:00:12.858485
8240	7	7	1.69	1	0:00:12.863585
8260	1	1	1.91	1	0:00:12.856212
8280	4	5	0.51	0	0:00:12.859795
8300	5	2	0.0041	0	0:00:12.858216
8320	7	7	0.0394	1	0:00:12.850052
8340	5	5	0.635	1	0:00:12.861716
8360	7	7	1.87	1	0:00:12.851556
8380	9	9	1.59	1	0:00:12.850451
8400	0	0	0.26	1	0:00:12.845306
8420	3	6	0.479	0	0:00:12.855146
8440	5	5	0.0771	1	0:00:12.850324
8460	8	8	1.45	1	0:00:12.855675
8480	2	2	0.69	1	0:00:12.853298
8500	4	4	0.945	1	0:00:12.863674
8520	8	8	0.296	1	0:00:12.857727
8540	4	-1	0.0	0	0:00:12.857943
8560	7	7	1.31	1	0:00:12.859631
8580	3	5	0.0927	0	0:00:12.862327
8600	3	-1	0.0	0	0:00:12.855905
8620	3	3	0.0532	1	0:00:12.868806
8640	1	1	1.19	1	0:00:12.854096
8660	7	7	1.46	1	0:00:12.857894
8680	3	-1	0.0	0	0:00:12.855619
8700	3	3	0.696	1	0:00:12.863252
8720	2	0	1.41	0	0:00:12.854944
8740	2	2	0.107	1	0:00:12.857304
8760	8	8	1.8	1	0:00:12.861501
8780	4	4	0.358	1	0:00:12.858400
8800	0	0	1.62	1	0:00:12.860300
8820	2	2	1.91	1	0:00:12.870496
8840	2	-1	0.0	0	0:00:12.852264
8860	2	2	1.33	1	0:00:12.851038
8880	1	1	1.12	1	0:00:12.860423
8900	2	2	0.00581	1	0:00:12.858393
8920	6	6	1.22	1	0:00:12.865519
8940	6	3	0.787	0	0:00:12.861219
8960	0	0	0.806	1	0:00:12.856272
8980	9	9	1.91	1	0:00:12.857910
9000	8	8	1.91	1	0:00:12.858596
9020	7	7	1.2	1	0:00:12.861124
9040	2	5	0.73	0	0:00:12.863324
9060	9	9	0.518	1	0:00:12.871479
9080	3	3	0.519	1	0:00:12.864120
9100	9	1	0.0135	0	0:00:12.869266
9120	3	-1	0.0	0	0:00:12.860089
9140	7	7	0.368	1	0:00:12.872503
9160	5	5	0.0458	1	0:00:12.870345
9180	5	5	1.34	1	0:00:12.862701
9200	8	8	0.917	1	0:00:12.851543
9220	8	8	1.91	1	0:00:12.861795
9240	8	8	0.954	1	0:00:12.863326
9260	5	5	0.768	1	0:00:12.862568
9280	9	9	0.292	1	0:00:12.861446
9300	5	5	0.223	1	0:00:12.872155
9320	9	9	1.55	1	0:00:12.862837
9340	1	1	1.76	1	0:00:12.867643
9360	5	0	0.616	0	0:00:12.855241
9380	5	3	0.792	0	0:00:12.866554
9400	6	6	0.94	1	0:00:12.857488
9420	5	5	1.3	1	0:00:12.849314
9440	8	8	1.56	1	0:00:12.853963
9460	3	3	0.157	1	0:00:12.856961
9480	2	2	0.0836	1	0:00:12.860976
9500	9	9	1.06	1	0:00:12.871047
9520	1	1	1.03	1	0:00:12.864782
9540	5	5	0.631	1	0:00:12.849463
9560	9	7	0.509	0	0:00:12.861804
9580	1	1	0.866	1	0:00:12.845004
9600	8	8	0.462	1	0:00:12.853787
9620	4	4	0.575	1	0:00:12.854522
9640	5	5	1.03	1	0:00:12.849392
9660	6	6	1.91	1	0:00:12.852365
9680	8	8	1.45	1	0:00:12.855781
9700	0	0	1.11	1	0:00:12.856745
9720	8	-1	0.0	0	0:00:12.851810
9740	3	6	0.449	0	0:00:12.859028
9760	9	9	0.143	1	0:00:12.845235
9780	4	6	0.0248	0	0:00:12.848487
9800	1	1	1.91	1	0:00:12.849581
9820	0	8	0.382	0	0:00:12.849376
9840	4	7	0.698	0	0:00:12.850373
9860	0	-1	0.0	0	0:00:12.856622
9880	7	7	0.552	1	0:00:12.852135
9900	8	8	0.85	1	0:00:12.856281
9920	6	6	0.995	1	0:00:12.862677
9940	4	4	0.071	1	0:00:12.850755
9960	2	0	1.8	0	0:00:12.853454
9980	0	0	1.83	1	0:00:12.843503
