idx	label	predict	radius	correct	time
5400	9	9	0.0441	1	0:00:12.456505
5420	6	6	1.13	1	0:00:12.454838
5440	9	9	3.23	1	0:00:12.454268
5460	0	-1	0.0	0	0:00:12.458255
5480	1	1	0.274	1	0:00:12.454060
5500	8	8	0.0276	1	0:00:12.454480
5520	4	6	0.201	0	0:00:12.457697
5540	5	-1	0.0	0	0:00:12.453736
5560	3	5	0.125	0	0:00:12.454228
5580	5	6	0.645	0	0:00:12.455394
5600	6	9	0.152	0	0:00:12.454319
5620	3	2	1.69	0	0:00:12.454858
5640	2	3	0.216	0	0:00:12.453631
5660	9	9	0.975	1	0:00:12.455541
5680	2	-1	0.0	0	0:00:12.455534
5700	3	-1	0.0	0	0:00:12.456160
5720	9	9	3.16	1	0:00:12.454373
5740	6	-1	0.0	0	0:00:12.454274
5760	2	2	1.12	1	0:00:12.454169
5780	7	7	1.82	1	0:00:12.452863
5800	2	6	0.0507	0	0:00:12.453803
5820	5	6	0.202	0	0:00:12.455199
5840	2	6	0.98	0	0:00:12.452426
5860	0	8	0.542	0	0:00:12.452849
5880	0	0	0.701	1	0:00:12.453521
5900	4	5	0.0279	0	0:00:12.452627
5920	8	8	3.81	1	0:00:12.455019
5940	7	4	1.09	0	0:00:12.452363
5960	2	7	0.517	0	0:00:12.454515
5980	9	9	2.47	1	0:00:12.456243
6000	8	-1	0.0	0	0:00:12.454485
6020	6	6	0.363	1	0:00:12.455935
6040	2	7	0.301	0	0:00:12.457514
6060	3	-1	0.0	0	0:00:12.452568
6080	1	1	0.386	1	0:00:12.457136
6100	1	1	1.17	1	0:00:12.454253
6120	5	5	2.89	1	0:00:12.455423
6140	9	9	2.08	1	0:00:12.454122
6160	2	5	1.28	0	0:00:12.454542
6180	0	9	0.288	0	0:00:12.454435
6200	3	0	0.0295	0	0:00:12.456232
6220	2	6	1.53	0	0:00:12.453412
6240	2	6	0.709	0	0:00:12.455189
6260	2	9	0.209	0	0:00:12.453978
6280	8	5	1.08	0	0:00:12.455270
6300	1	-1	0.0	0	0:00:12.454450
6320	0	0	3.62	1	0:00:12.454315
6340	3	3	0.515	1	0:00:12.454814
6360	2	2	1.06	1	0:00:12.452098
6380	3	6	0.0791	0	0:00:12.455158
6400	0	1	1.17	0	0:00:12.452467
6420	7	-1	0.0	0	0:00:12.451034
6440	3	8	0.41	0	0:00:12.455487
6460	3	1	0.898	0	0:00:12.453395
6480	0	0	1.24	1	0:00:12.454803
6500	7	0	0.586	0	0:00:12.454509
6520	6	4	0.142	0	0:00:12.453892
6540	8	8	1.54	1	0:00:12.454589
6560	6	6	1.8	1	0:00:12.455824
6580	1	-1	0.0	0	0:00:12.453017
6600	7	7	3.81	1	0:00:12.453550
6620	7	7	1.54	1	0:00:12.452901
6640	5	3	0.907	0	0:00:12.453612
6660	0	0	1.72	1	0:00:12.452178
6680	3	3	1.43	1	0:00:12.456597
6700	6	6	0.912	1	0:00:12.454030
6720	2	2	2.53	1	0:00:12.451820
6740	2	6	1.42	0	0:00:12.456040
6760	5	5	0.0152	1	0:00:12.453137
6780	7	7	3.13	1	0:00:12.457789
6800	6	6	2.45	1	0:00:12.454010
6820	1	1	2.68	1	0:00:12.453093
6840	9	9	0.897	1	0:00:12.451896
6860	0	0	2.39	1	0:00:12.450984
6880	2	-1	0.0	0	0:00:12.455571
6900	3	7	1.35	0	0:00:12.451357
6920	5	2	3.19	0	0:00:12.452181
6940	1	1	3.74	1	0:00:12.451538
6960	9	8	2.15	0	0:00:12.454901
6980	0	9	1.66	0	0:00:12.452629
7000	2	8	0.266	0	0:00:12.455693
7020	7	7	1.14	1	0:00:12.451435
7040	7	8	1.03	0	0:00:12.454441
7060	8	8	1.48	1	0:00:12.456177
7080	5	-1	0.0	0	0:00:12.451958
7100	9	9	0.346	1	0:00:12.453511
7120	7	7	1.63	1	0:00:12.454051
7140	4	4	0.657	1	0:00:12.454896
7160	5	-1	0.0	0	0:00:12.454165
7180	6	6	2.84	1	0:00:12.457314
7200	4	6	0.175	0	0:00:12.451870
7220	9	9	0.598	1	0:00:12.455259
7240	0	8	1.65	0	0:00:12.452362
7260	1	8	0.297	0	0:00:12.451228
7280	1	1	0.666	1	0:00:12.453414
7300	3	7	0.528	0	0:00:12.453586
7320	8	8	0.186	1	0:00:12.452402
7340	2	4	0.00138	0	0:00:12.452282
7360	2	7	0.129	0	0:00:12.455662
7380	7	7	0.855	1	0:00:12.455224
7400	3	-1	0.0	0	0:00:12.454185
7420	3	0	2.21	0	0:00:12.453471
7440	3	6	0.443	0	0:00:12.453792
7460	5	5	3.69	1	0:00:12.454682
7480	1	5	0.246	0	0:00:12.452275
7500	6	6	3.33	1	0:00:12.455250
7520	4	6	1.11	0	0:00:12.452914
7540	5	5	3.81	1	0:00:12.457108
7560	0	-1	0.0	0	0:00:12.453326
7580	8	8	1.5	1	0:00:12.454880
7600	8	9	1.37	0	0:00:12.454676
7620	5	3	0.573	0	0:00:12.453703
7640	9	9	0.756	1	0:00:12.455086
7660	7	-1	0.0	0	0:00:12.454665
7680	3	9	1.1	0	0:00:12.455573
7700	6	6	2.77	1	0:00:12.453262
7720	5	5	0.29	1	0:00:12.456511
7740	4	2	0.297	0	0:00:12.453668
7760	2	9	1.1	0	0:00:12.455885
7780	3	8	0.101	0	0:00:12.454834
7800	0	0	2.05	1	0:00:12.455891
7820	5	8	0.645	0	0:00:12.451787
7840	1	1	3.0	1	0:00:12.458224
7860	8	1	0.121	0	0:00:12.455780
7880	0	0	1.0	1	0:00:12.455813
7900	0	8	1.57	0	0:00:12.455304
7920	9	8	1.22	0	0:00:12.452964
7940	2	6	2.9	0	0:00:12.455243
7960	0	0	1.32	1	0:00:12.452249
7980	3	7	0.111	0	0:00:12.451824
8000	9	9	1.24	1	0:00:12.452935
8020	6	6	1.63	1	0:00:12.453788
8040	2	6	1.35	0	0:00:12.455979
8060	6	6	0.97	1	0:00:12.453833
8080	4	6	0.735	0	0:00:12.452927
8100	6	2	1.96	0	0:00:12.453302
8120	8	9	0.703	0	0:00:12.455326
8140	5	4	0.0859	0	0:00:12.454149
8160	6	-1	0.0	0	0:00:12.453976
8180	4	6	1.98	0	0:00:12.456306
8200	3	-1	0.0	0	0:00:12.451818
8220	6	6	0.308	1	0:00:12.452018
8240	7	7	3.04	1	0:00:12.454933
8260	1	1	1.45	1	0:00:12.451990
8280	4	3	0.25	0	0:00:12.455195
8300	5	2	1.57	0	0:00:12.452224
8320	7	-1	0.0	0	0:00:12.454813
8340	5	5	0.16	1	0:00:12.450210
8360	7	7	0.76	1	0:00:12.456002
8380	9	9	0.291	1	0:00:12.453804
8400	0	8	1.02	0	0:00:12.453855
8420	3	6	0.039	0	0:00:12.449263
8440	5	-1	0.0	0	0:00:12.452104
8460	8	8	2.8	1	0:00:12.451109
8480	2	1	0.22	0	0:00:12.455727
8500	4	2	0.459	0	0:00:12.453088
8520	8	-1	0.0	0	0:00:12.453870
8540	4	2	0.196	0	0:00:12.452808
8560	7	7	2.04	1	0:00:12.455873
8580	3	0	1.13	0	0:00:12.457810
8600	3	7	0.638	0	0:00:12.453665
8620	3	-1	0.0	0	0:00:12.453816
8640	1	1	3.43	1	0:00:12.455301
8660	7	5	0.945	0	0:00:12.453473
8680	3	-1	0.0	0	0:00:12.455206
8700	3	3	1.76	1	0:00:12.453815
8720	2	0	3.55	0	0:00:12.453642
8740	2	6	0.382	0	0:00:12.453828
8760	8	8	1.45	1	0:00:12.455280
8780	4	-1	0.0	0	0:00:12.454048
8800	0	0	3.74	1	0:00:12.452189
8820	2	2	1.69	1	0:00:12.448798
8840	2	1	1.14	0	0:00:12.455289
8860	2	2	0.598	1	0:00:12.451463
8880	1	1	1.52	1	0:00:12.451973
8900	2	6	0.00313	0	0:00:12.451314
8920	6	6	2.93	1	0:00:12.450838
8940	6	3	0.184	0	0:00:12.452225
8960	0	0	3.33	1	0:00:12.446992
8980	9	9	2.61	1	0:00:12.455658
9000	8	8	3.47	1	0:00:12.451593
9020	7	9	0.189	0	0:00:12.455005
9040	2	5	2.22	0	0:00:12.454200
9060	9	5	1.32	0	0:00:12.452859
9080	3	0	1.57	0	0:00:12.452261
9100	9	6	0.145	0	0:00:12.454948
9120	3	0	0.874	0	0:00:12.454677
9140	7	-1	0.0	0	0:00:12.452685
9160	5	5	1.47	1	0:00:12.454252
9180	5	5	3.81	1	0:00:12.453496
9200	8	8	3.31	1	0:00:12.454246
9220	8	8	3.53	1	0:00:12.455486
9240	8	8	1.07	1	0:00:12.454208
9260	5	5	1.45	1	0:00:12.454093
9280	9	0	0.407	0	0:00:12.451630
9300	5	5	0.582	1	0:00:12.454901
9320	9	9	1.68	1	0:00:12.453331
9340	1	1	1.77	1	0:00:12.453861
9360	5	-1	0.0	0	0:00:12.453324
9380	5	5	0.556	1	0:00:12.456280
9400	6	6	0.449	1	0:00:12.454578
9420	5	5	0.287	1	0:00:12.454924
9440	8	8	3.31	1	0:00:12.452978
9460	3	-1	0.0	0	0:00:12.455775
9480	2	4	0.149	0	0:00:12.457034
9500	9	1	0.647	0	0:00:12.456971
9520	1	1	1.24	1	0:00:12.453076
9540	5	5	1.58	1	0:00:12.455777
9560	9	7	2.63	0	0:00:12.451594
9580	1	1	0.188	1	0:00:12.455805
9600	8	8	2.27	1	0:00:12.451484
9620	4	7	0.208	0	0:00:12.451356
9640	5	6	0.518	0	0:00:12.457202
9660	6	6	1.99	1	0:00:12.452395
9680	8	8	1.24	1	0:00:12.454915
9700	0	0	2.35	1	0:00:12.450276
9720	8	-1	0.0	0	0:00:12.454894
9740	3	6	1.46	0	0:00:12.452934
9760	9	9	1.06	1	0:00:12.452899
9780	4	6	3.04	0	0:00:12.456212
9800	1	1	2.88	1	0:00:12.452285
9820	0	-1	0.0	0	0:00:12.455895
9840	4	3	1.2	0	0:00:12.455579
9860	0	8	0.225	0	0:00:12.453648
9880	7	7	1.83	1	0:00:12.456208
9900	8	0	1.64	0	0:00:12.452786
9920	6	6	3.35	1	0:00:12.455300
9940	4	-1	0.0	0	0:00:12.455925
9960	2	0	3.81	0	0:00:12.454723
9980	0	0	3.81	1	0:00:12.452281
